병원종류,병원이름,전화번호,병원주소,월,화,수,목,금,토,일,영업시간,쉬는시간,접수마감,정기휴무
정신건강의학과,박숙현정신건강의학과의원,051-611-3339,부산 수영구 수영로 382 광림빌딩,"09:30 - 18:00
12:30 - 14:00 휴게시간",,"09:30 - 18:00
12:30 - 14:00 휴게시간","09:30 - 18:00
12:30 - 14:00 휴게시간","09:30 - 18:00
12:30 - 14:00 휴게시간",09:30 - 13:00,정기휴무 (매주 일요일),"09:30 - 18:00

09:30 - 18:00
09:30 - 18:00
09:30 - 18:00
09:30 - 13:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
내과,장튼튼아침내과의원,051-626-2900,부산 수영구 황령대로 493 3층,"08:30 - 18:00
12:30 - 14:00 휴게시간",,"08:30 - 18:00
12:30 - 14:00 휴게시간","08:30 - 18:00
12:30 - 14:00 휴게시간","08:30 - 18:00
12:30 - 14:00 휴게시간",08:30 - 12:30,정기휴무 (매주 일요일),"08:30 - 18:00

08:30 - 18:00
08:30 - 18:00
08:30 - 18:00
08:30 - 12:30
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
치과,장철호치과의원,051-757-3527,부산 수영구 연수로 271-1,"09:30 - 17:00
13:00 - 14:30 휴게시간",,"09:30 - 17:00
13:00 - 14:30 휴게시간",14:30 - 17:00,"09:30 - 17:00
13:00 - 14:30 휴게시간",09:30 - 12:00,정기휴무 (매주 일요일),"09:30 - 17:00

09:30 - 17:00
14:30 - 17:00
09:30 - 17:00
09:30 - 12:00
정기휴무 (매주 일요일)",13:00 - 14:30 ,,매주 일요일
요양병원,한가족요양병원,051-752-6100,부산 수영구 장대골로7번길 45 유림노르웨이아침 3층,09:00 - 17:00,,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 12:00,정기휴무 (매주 일요일),"09:00 - 17:00

09:00 - 17:00
09:00 - 17:00
09:00 - 17:00
09:00 - 12:00
정기휴무 (매주 일요일)",,,매주 일요일
가정의학과,명성의원,051-751-9980,부산 수영구 수영성로 33-1 2층,"08:30 - 18:00
13:00 - 14:00 휴게시간",,"08:30 - 18:00
13:00 - 14:00 휴게시간","08:30 - 18:00
13:00 - 14:00 휴게시간","08:30 - 18:00
13:00 - 14:00 휴게시간",08:30 - 14:00,정기휴무 (매주 일요일),"08:30 - 18:00

08:30 - 18:00
08:30 - 18:00
08:30 - 18:00
08:30 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
응급실,의료법인은성의료재단좋은강안병원 응급실,051-610-9119,부산 수영구 수영로 493 좋은강안병원,,,,,,,,"





",,,
치과,월드치과의원,051-752-0005,부산 수영구 수영로 669 신세계메디컬센터,"09:30 - 18:00
12:30 - 14:00 휴게시간
17:30 접수마감",,,,"09:30 - 18:00
12:30 - 14:00 휴게시간
17:30 접수마감","09:30 - 13:00
12:30 접수마감",정기휴무 (매주 일요일),"09:30 - 18:00



09:30 - 18:00
09:30 - 13:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,12:30,매주 일요일
치과,새로운치과의원,051-759-2859,부산 수영구 연수로 266 기업은행망미지점,"09:30 - 18:00
13:00 - 14:30 휴게시간",,"09:30 - 20:00
13:00 - 14:30 휴게시간","09:30 - 18:00
13:00 - 14:30 휴게시간","09:30 - 18:00
13:00 - 14:30 휴게시간",09:30 - 13:00,정기휴무 (매주 일요일),"09:30 - 18:00

09:30 - 20:00
09:30 - 18:00
09:30 - 18:00
09:30 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:30 ,,매주 일요일
안과,김완수안과의원,0507-1429-7188,부산 수영구 수영로 690-5 수영메디세움빌딩 6층,"09:30 - 17:30
13:00 - 14:00 휴게시간
12:00, 16:30 접수마감",,"09:30 - 16:00
13:00 - 14:00 휴게시간
12:00, 15:00 접수마감","09:30 - 17:30
13:00 - 14:00 휴게시간
12:00, 16:30 접수마감","09:30 - 17:30
13:00 - 14:00 휴게시간
12:00, 16:30 접수마감","09:30 - 13:00
12:00 접수마감",정기휴무 (매주 일요일),"09:30 - 17:30

09:30 - 16:00
09:30 - 17:30
09:30 - 17:30
09:30 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,12:00,매주 일요일
"병원,의원",좋은강안병원 신관 암센터,051-933-8740,부산 수영구 수영로 480,"09:00 - 18:00
12:30 - 13:30 휴게시간",,"09:00 - 17:00
12:30 - 13:30 휴게시간","09:00 - 17:00
12:30 - 13:30 휴게시간","09:00 - 17:00
12:30 - 13:30 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 17:00
09:00 - 17:00
09:00 - 17:00
09:00 - 13:00
정기휴무 (매주 일요일)",12:30 - 13:30 ,,매주 일요일
치과,사랑치과의원,051-754-2895,부산 수영구 수영로 767 메종빌딩,"09:30 - 18:00
12:30 - 14:00 휴게시간",,정기휴무 (매주 수요일),"09:30 - 18:00
12:30 - 14:00 휴게시간","09:30 - 18:00
12:30 - 14:00 휴게시간",09:30 - 13:00,정기휴무 (매주 일요일),"09:30 - 18:00

정기휴무 (매주 수요일)
09:30 - 18:00
09:30 - 18:00
09:30 - 13:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 수요일
내과,이금희내과의원,051-621-5373,부산 수영구 광남로 45 2층,"09:30 - 18:00
13:00 - 14:30 휴게시간
17:50 접수마감",,"09:30 - 18:00
13:00 - 14:30 휴게시간
17:50 접수마감","09:30 - 13:00
12:50 접수마감","09:30 - 18:00
13:00 - 14:30 휴게시간
17:50 접수마감","09:30 - 13:00
12:50 접수마감",정기휴무 (매주 일요일),"09:30 - 18:00

09:30 - 18:00
09:30 - 13:00
09:30 - 18:00
09:30 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:30 ,12:50,매주 일요일
치과,남천부부치과,051-621-7776,부산 수영구 황령대로489번길 24 상일빌딩,"09:30 - 18:00
13:00 - 14:30 휴게시간",,"09:30 - 18:00
13:00 - 14:30 휴게시간",정기휴무 (매주 목요일),"09:30 - 18:00
13:00 - 14:30 휴게시간",09:30 - 13:00,정기휴무 (매주 일요일),"09:30 - 18:00

09:30 - 18:00
정기휴무 (매주 목요일)
09:30 - 18:00
09:30 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:30 ,,매주 목요일
한의원,편백미즈한의원,0507-1414-1075,부산 수영구 수영로 596 모아크리닉,"09:30 - 20:30
12:30 - 14:00 휴게시간",,"09:30 - 20:30
12:30 - 14:00 휴게시간","정기휴무 (매주 목요일)
접기","09:30 - 19:00
12:30 - 14:00 휴게시간",09:30 - 14:00,정기휴무 (매주 일요일),"09:30 - 20:30

09:30 - 20:30
정기휴무 (매주 목요일)
09:30 - 19:00
09:30 - 14:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 목요일
치과,뉴욕치과의원,051-754-2826,부산 수영구 수영로 577,"10:00 - 18:30
13:00 - 14:00 휴게시간",,정보없음,"10:00 - 18:30
13:00 - 14:00 휴게시간","10:00 - 18:30
13:00 - 14:00 휴게시간",10:00 - 14:00,정기휴무 (매주 일요일),"10:00 - 18:30

정보없음
10:00 - 18:30
10:00 - 18:30
10:00 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
성형외과,유성종성형외과의원,051-622-5577,부산 수영구 수영로 384 수영빌딩4층,09:30 - 18:00,,09:30 - 18:00,09:30 - 18:00,09:30 - 18:00,09:30 - 13:00,정기휴무 (매주 일요일),"09:30 - 18:00

09:30 - 18:00
09:30 - 18:00
09:30 - 18:00
09:30 - 13:00
정기휴무 (매주 일요일)",,,매주 일요일
정신건강의학과,오름정신건강의학과의원,051-917-8275,부산 수영구 수영로 466 도원빌딩 4층,정기휴무 (매주 월요일),,"09:30 - 18:30
13:00 - 14:00 휴게시간","09:30 - 20:00
13:00 - 14:00 휴게시간","09:30 - 18:30
13:00 - 14:00 휴게시간",09:30 - 13:00,정기휴무 (매주 일요일),"정기휴무 (매주 월요일)

09:30 - 18:30
09:30 - 20:00
09:30 - 18:30
09:30 - 13:00
정기휴무 (매주 일요일)",,,매주 월요일
"병원,의원",성심의원,051-761-3361,부산 수영구 민락로6번길 36,"09:00 - 17:30
12:30 - 14:00 휴게시간",,"09:00 - 17:30
12:30 - 14:00 휴게시간","09:00 - 17:30
12:30 - 14:00 휴게시간","09:00 - 17:30
12:30 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 17:30

09:00 - 17:30
09:00 - 17:30
09:00 - 17:30
09:00 - 13:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
한의원,청희당한의원,051-504-6484,부산 수영구 수영로 582,"09:00 - 18:00
12:30 - 14:00 휴게시간",,"09:00 - 18:00
12:30 - 14:00 휴게시간",정기휴무 (매주 목요일),"09:00 - 18:00
12:30 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
정기휴무 (매주 목요일)
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 목요일
한의원,그린한의원,0507-1359-1163,"부산 수영구 수영로 382 광림빌딩 4층, 6층","09:00 - 20:00
13:00 - 14:00 휴게시간",,"09:00 - 20:00
13:00 - 14:00 휴게시간","09:00 - 20:00
13:00 - 14:00 휴게시간","09:00 - 20:00
13:00 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 20:00

09:00 - 20:00
09:00 - 20:00
09:00 - 20:00
09:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
신경외과,서울우리신경외과의원,051-758-7575,부산 수영구 수영로 675 큐비메디컬 502호,"09:00 - 18:30
13:00 - 14:00 휴게시간",,"09:00 - 18:30
13:00 - 14:00 휴게시간","09:00 - 18:30
13:00 - 14:00 휴게시간","09:00 - 18:30
13:00 - 14:00 휴게시간","09:00 - 17:00
13:00 - 14:00 휴게시간",정기휴무 (매주 일요일),"09:00 - 18:30

09:00 - 18:30
09:00 - 18:30
09:00 - 18:30
09:00 - 17:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
내과,박희령내과의원,051-755-2941,부산 수영구 과정로 61,"09:00 - 18:00
12:30 - 14:00 휴게시간",,"09:00 - 18:00
12:30 - 14:00 휴게시간","09:00 - 18:00
12:30 - 14:00 휴게시간","09:00 - 18:00
12:30 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
요양병원,수영나라요양병원,051-758-7777,부산 수영구 연수로 404,09:00 - 18:00,,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",,,매주 일요일
내과,혜민의원,051-761-2388,부산 수영구 과정로 43 부산은행,"09:00 - 18:00
12:30 - 13:30 휴게시간","09:00 - 18:00
12:30 - 13:30 휴게시간","09:00 - 18:00
12:30 - 13:30 휴게시간","09:00 - 18:00
12:30 - 13:30 휴게시간
접기","09:00 - 15:00
12:30 - 13:30 휴게시간",정기휴무 (매주 토요일),09:00 - 17:00,"09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 15:00
정기휴무 (매주 토요일)
09:00 - 17:00",12:30 - 13:30 ,,매주 토요일
치과,메디스치과의원 수영,0507-1350-0005,부산 수영구 수영로 710 2층,"09:30 - 18:00
12:30 - 14:00 휴게시간",,"09:30 - 18:00
12:30 - 14:00 휴게시간","09:30 - 20:30
12:30 - 14:00 휴게시간","09:30 - 18:00
12:30 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:30 - 18:00

09:30 - 18:00
09:30 - 20:30
09:30 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
안과,새빛안과의원,051-754-8833,부산 수영구 수영로 710-1 프라임메디컬 빌딩4층,"09:20 - 18:20
12:30 - 14:00 휴게시간",,"09:20 - 18:20
12:30 - 14:00 휴게시간","09:20 - 18:20
12:30 - 14:00 휴게시간","09:20 - 18:20
12:30 - 14:00 휴게시간",09:20 - 13:00,정기휴무 (매주 일요일),"09:20 - 18:20

09:20 - 18:20
09:20 - 18:20
09:20 - 18:20
09:20 - 13:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
요양병원,광안정다운요양병원,051-710-0119,부산 수영구 광안해변로 292,09:00 - 17:30,,09:00 - 17:30,"09:00 - 17:30
접기",09:00 - 17:30,09:00 - 13:00,09:00 - 13:00,"09:00 - 17:30

09:00 - 17:30
09:00 - 17:30
09:00 - 17:30
09:00 - 13:00
09:00 - 13:00",,,
한의원,경희백동진한의원,051-751-3721,부산 수영구 감포로 23,"09:30 - 18:30
13:00 - 14:00 휴게시간",,"09:30 - 18:30
13:00 - 14:00 휴게시간","09:30 - 18:30
13:00 - 14:00 휴게시간","09:30 - 18:30
13:00 - 14:00 휴게시간","09:30 - 17:00
13:00 - 14:00 휴게시간",정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:30
09:30 - 18:30
09:30 - 18:30
09:30 - 17:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
치과,남천바른생각치과의원,051-623-2875,부산 수영구 수영로 393 예진메디칼 3층,"10:00 - 19:00
12:30 - 14:00 휴게시간
18:30 접수마감",,"10:00 - 19:00
12:30 - 14:00 휴게시간
18:30 접수마감","10:00 - 20:00
12:30 - 14:00 휴게시간
19:30 접수마감","10:00 - 19:00
12:30 - 14:00 휴게시간
18:30 접수마감","10:00 - 14:00
13:30 접수마감",정기휴무 (매주 일요일),"10:00 - 19:00

10:00 - 19:00
10:00 - 20:00
10:00 - 19:00
10:00 - 14:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,13:30,매주 일요일
요양병원,센텀해인요양병원,051-755-8555,부산 수영구 수영로 671 5층~11층,,,,,,,,"





",,,
한의원,광덕안정한의원 수영,051-755-5055,"부산 수영구 수영로 706-1 2, 3, 4층","08:00 - 21:00
13:00 - 14:00 휴게시간",,"08:00 - 21:00
13:00 - 14:00 휴게시간","08:00 - 21:00
13:00 - 14:00 휴게시간
접기","08:00 - 21:00
13:00 - 14:00 휴게시간","08:00 - 17:00
13:00 - 14:00 휴게시간","08:00 - 17:00
13:00 - 14:00 휴게시간","08:00 - 21:00

08:00 - 21:00
08:00 - 21:00
08:00 - 21:00
08:00 - 17:00
08:00 - 17:00",13:00 - 14:00 ,,
비뇨의학과,조이비뇨의학과의원,0507-1399-7582,부산 수영구 수영로 577,"09:30 - 18:30
13:00 - 14:00 휴게시간",,"09:30 - 18:30
13:00 - 14:00 휴게시간","09:30 - 18:30
13:00 - 14:00 휴게시간","09:30 - 18:30
13:00 - 14:00 휴게시간",09:30 - 13:30,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:30
09:30 - 18:30
09:30 - 18:30
09:30 - 13:30
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
신경외과,참좋은신경외과의원,051-757-0075,"부산 수영구 과정로 69 2, 3, 4, 5층","08:30 - 18:00
12:30 - 14:00 휴게시간",,"08:30 - 18:00
12:30 - 14:00 휴게시간","08:30 - 18:00
12:30 - 14:00 휴게시간","08:30 - 18:00
12:30 - 14:00 휴게시간",08:30 - 13:00,정기휴무 (매주 일요일),"08:30 - 18:00

08:30 - 18:00
08:30 - 18:00
08:30 - 18:00
08:30 - 13:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
내과,이성욱내과의원,051-622-5600,부산 수영구 수영로 408 1층,"09:00 - 18:00
13:00 - 14:00 휴게시간",,"09:00 - 18:00
13:00 - 14:00 휴게시간",09:00 - 13:00,"09:00 - 18:00
13:00 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
09:00 - 13:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
내과,서재영내과의원,051-757-3465,부산 수영구 수영로741번길 29 르네상스빌딩,09:00 - 18:30,,09:00 - 18:30,"09:00 - 18:30
접기",09:00 - 18:30,09:00 - 15:30,정기휴무 (매주 일요일),"09:00 - 18:30

09:00 - 18:30
09:00 - 18:30
09:00 - 18:30
09:00 - 15:30
정기휴무 (매주 일요일)",,,매주 일요일
마취통증의학과,마디신통의원,051-714-2112,부산 수영구 수영로 630 2층,"09:30 - 18:30
12:30 - 13:30 휴게시간",,"09:30 - 18:30
12:30 - 13:30 휴게시간","09:30 - 21:00
12:30 - 13:30 휴게시간
17:00 - 18:00 휴게시간","09:30 - 18:00
12:30 - 13:30 휴게시간",09:00 - 14:00,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:30
09:30 - 21:00
09:30 - 18:00
09:00 - 14:00
정기휴무 (매주 일요일)",12:30 - 13:30 ,,매주 일요일
치과,베토벤치과의원,051-758-2882,"부산 수영구 수영로 754 센텀비스타동원 상가동 2층 203,204호",09:30 - 18:30,09:30 - 18:30,09:30 - 18:30,"09:30 - 18:30
접기",09:30 - 18:30,09:30 - 16:00,정보없음,"09:30 - 18:30
09:30 - 18:30
09:30 - 18:30
09:30 - 18:30
09:30 - 18:30
09:30 - 16:00
정보없음",,,
치과,전재호바른이치과의원,0507-1415-2285,부산 수영구 수영로652번길 6 정원센텀뷰 2층,"10:30 - 19:00
12:30 - 14:00 휴게시간",,"10:30 - 19:00
12:30 - 14:00 휴게시간",정기휴무 (매주 목요일),"10:30 - 19:00
12:30 - 14:00 휴게시간",09:00 - 14:00,정기휴무 (매주 일요일),"10:30 - 19:00

10:30 - 19:00
정기휴무 (매주 목요일)
10:30 - 19:00
09:00 - 14:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 목요일
한의원,해담한의원 부산수영,051-755-0707,부산 수영구 수영로705번길 5 2층,"09:00 - 18:30
13:00 - 14:00 휴게시간",,09:00 - 14:00,"09:00 - 18:30
13:00 - 14:00 휴게시간","09:00 - 18:30
13:00 - 14:00 휴게시간",09:00 - 14:00,정기휴무 (매주 일요일),"09:00 - 18:30

09:00 - 14:00
09:00 - 18:30
09:00 - 18:30
09:00 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
치과,태경치과의원,051-625-9370,부산 수영구 수영로 386-1 원탄클리닉 3층,09:30 - 18:00,,09:30 - 18:00,09:30 - 18:00,09:30 - 18:00,09:30 - 13:00,정기휴무 (매주 일요일),"09:30 - 18:00

09:30 - 18:00
09:30 - 18:00
09:30 - 18:00
09:30 - 13:00
정기휴무 (매주 일요일)",,,매주 일요일
신경외과,척척신경외과의원,051-755-5005,부산 수영구 수영로 690-5 수영메디세움 8층,"09:00 - 18:30
13:00 - 14:00 휴게시간",,"09:00 - 18:30
13:00 - 14:00 휴게시간","09:00 - 18:30
13:00 - 14:00 휴게시간","09:00 - 18:30
13:00 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:30

09:00 - 18:30
09:00 - 18:30
09:00 - 18:30
09:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
치과,센스치과의원,051-751-7366,부산 수영구 광남로 214 민락동 클리닉 센터,"09:30 - 18:00
12:30 - 14:00 휴게시간",,"09:30 - 18:00
12:30 - 14:00 휴게시간","09:30 - 18:00
12:30 - 14:00 휴게시간","09:30 - 18:00
12:30 - 14:00 휴게시간",09:30 - 13:00,정기휴무 (매주 일요일),"09:30 - 18:00

09:30 - 18:00
09:30 - 18:00
09:30 - 18:00
09:30 - 13:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
한의원,홍은기한의원,0507-1408-3391,부산 수영구 광일로 28 S.R빌딩 1층,"08:00 - 19:00
13:00 - 14:20 휴게시간
17:50 접수마감",,정기휴무 (매주 수요일),"08:00 - 19:00
13:00 - 14:20 휴게시간
17:50 접수마감","08:00 - 19:00
13:00 - 14:20 휴게시간
17:50 접수마감","08:00 - 16:00
14:50 접수마감",정기휴무 (매주 일요일),"08:00 - 19:00

정기휴무 (매주 수요일)
08:00 - 19:00
08:00 - 19:00
08:00 - 16:00
정기휴무 (매주 일요일)",13:00 - 14:20 ,14:50,매주 수요일
정형외과,김재도줄기정형외과의원,051-868-7288,"부산 수영구 수영로 411 글로리메디컬센터 8,9층","09:00 - 18:00
12:30 - 14:00 휴게시간",,"09:00 - 18:00
12:30 - 14:00 휴게시간","09:00 - 18:00
12:30 - 14:00 휴게시간","09:00 - 18:00
12:30 - 14:00 휴게시간",정기휴무 (매주 토요일),정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
정기휴무 (매주 토요일)
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 토요일
한의원,경희림다한의원,0507-1491-2889,부산 수영구 남천동로16번길 14,정기휴무 (매주 월요일),,"10:00 - 19:00
13:00 - 14:00 휴게시간","10:00 - 19:00
13:00 - 14:00 휴게시간","10:00 - 19:00
13:00 - 14:00 휴게시간",09:00 - 13:00,정보없음,"정기휴무 (매주 월요일)

10:00 - 19:00
10:00 - 19:00
10:00 - 19:00
09:00 - 13:00
정보없음",,,매주 월요일
비뇨의학과,수영청담비뇨의학과의원,051-754-8111,부산 수영구 수영로 675 4층,"09:00 - 18:00
13:00 - 14:00 휴게시간",,"09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
외과,상쾌한병원,0507-1402-9775,부산 수영구 연수로 406 상쾌한 병원,09:00 - 17:30,,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,08:30 - 13:30,정기휴무 (매주 일요일),"09:00 - 17:30

09:00 - 17:30
09:00 - 17:30
09:00 - 17:30
08:30 - 13:30
정기휴무 (매주 일요일)",,,매주 일요일
치과,희망을주는치과의원,051-758-3788,부산 수영구 광남로 126,"09:30 - 18:00
13:00 - 14:00 휴게시간",,"09:30 - 18:00
13:00 - 14:00 휴게시간","09:30 - 18:00
13:00 - 14:00 휴게시간","09:30 - 18:00
13:00 - 14:00 휴게시간",09:30 - 13:00,정기휴무 (매주 일요일),"09:30 - 18:00

09:30 - 18:00
09:30 - 18:00
09:30 - 18:00
09:30 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
한의원,센텀365한의원,0507-1315-1084,부산 수영구 수영로 765 1층,"09:30 - 20:30
13:00 - 14:00 휴게시간",,"09:30 - 20:30
13:00 - 14:00 휴게시간","09:30 - 20:30
13:00 - 14:00 휴게시간","09:30 - 20:30
13:00 - 14:00 휴게시간",09:30 - 15:30,09:30 - 15:30,"09:30 - 20:30

09:30 - 20:30
09:30 - 20:30
09:30 - 20:30
09:30 - 15:30
09:30 - 15:30",13:00 - 14:00 ,,
한의원,망미의봄한의원,051-753-1992,부산 수영구 연수로 337 망미의봄한의원,"09:00 - 19:00
13:00 - 14:00 휴게시간","09:00 - 19:00
13:00 - 14:00 휴게시간","09:00 - 19:00
13:00 - 14:00 휴게시간","09:00 - 19:00
13:00 - 14:00 휴게시간
접기","09:00 - 19:00
13:00 - 14:00 휴게시간",정기휴무 (매주 토요일),정기휴무 (매주 일요일),"09:00 - 19:00
09:00 - 19:00
09:00 - 19:00
09:00 - 19:00
09:00 - 19:00
정기휴무 (매주 토요일)
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 토요일
정형외과,팔도마취통증의학과의원,0507-1376-7571,부산 수영구 수영로 699 7층,"09:00 - 19:00
13:00 - 14:00 휴게시간
18:30 접수마감",,"09:00 - 19:00
13:00 - 14:00 휴게시간
18:30 접수마감","09:00 - 19:00
13:00 - 14:00 휴게시간
18:30 접수마감","09:00 - 19:00
13:00 - 14:00 휴게시간
18:30 접수마감","09:00 - 14:00
13:30 접수마감",정기휴무 (매주 일요일),"09:00 - 19:00

09:00 - 19:00
09:00 - 19:00
09:00 - 19:00
09:00 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,13:30,매주 일요일
한의원,금손마디한의원,051-755-5551,부산 수영구 과정로 54 4층 금손마디한의원,"09:30 - 20:00
13:00 - 14:00 휴게시간",,14:00 - 20:00,"09:30 - 18:30
13:00 - 14:00 휴게시간","09:30 - 18:30
13:00 - 14:00 휴게시간",09:30 - 14:00,정기휴무 (매주 일요일),"09:30 - 20:00

14:00 - 20:00
09:30 - 18:30
09:30 - 18:30
09:30 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
흉부외과,뉴하트의원,051-753-0640,부산 수영구 수영로 699 디온플레이스 4층,"09:00 - 18:30
13:00 - 14:00 휴게시간",,09:00 - 13:00,"09:00 - 18:30
13:00 - 14:00 휴게시간","09:00 - 18:30
13:00 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:30

09:00 - 13:00
09:00 - 18:30
09:00 - 18:30
09:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
치과,수목치과의원,0507-1380-2821,부산 수영구 수영로 604 3층 수목치과의원,,,"09:30 - 18:30
13:00 - 14:00 휴게시간",14:00 - 21:00,"09:30 - 18:30
13:00 - 14:00 휴게시간",09:30 - 13:00,정기휴무 (매주 일요일),"

09:30 - 18:30
14:00 - 21:00
09:30 - 18:30
09:30 - 13:00
정기휴무 (매주 일요일)",,,매주 일요일
치과,수영센텀치과의원,0507-1334-7522,"부산 수영구 수영로 685 1, 2층","10:00 - 18:30
13:00 - 14:30 휴게시간
18:00 접수마감",,"10:00 - 18:30
13:00 - 14:30 휴게시간
18:00 접수마감","10:00 - 18:30
13:00 - 14:30 휴게시간
18:00 접수마감","10:00 - 18:30
13:00 - 14:30 휴게시간
18:00 접수마감","09:00 - 13:00
12:30 접수마감",정기휴무 (매주 일요일),"10:00 - 18:30

10:00 - 18:30
10:00 - 18:30
10:00 - 18:30
09:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:30 ,12:30,매주 일요일
한의원,소나무한의원,051-751-2293,부산 수영구 수영로 653,"09:00 - 19:00
13:00 - 14:00 휴게시간",,"09:00 - 19:00
13:00 - 14:00 휴게시간",09:00 - 14:00,"09:00 - 19:00
13:00 - 14:00 휴게시간",09:00 - 14:00,정기휴무 (매주 일요일),"09:00 - 19:00

09:00 - 19:00
09:00 - 14:00
09:00 - 19:00
09:00 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
정신건강의학과,마인드풀정신건강의학과의원,0507-1495-0712,부산 수영구 수영로 699 디온플레이스 8층,"09:00 - 18:00
13:00 - 14:00 휴게시간",,"09:00 - 19:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 19:00
09:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
