병원종류,영업시간,이름,전화번호,병원주소
이비인후과,055-323-6525,1,,"경남 김해시 율하1로 106 4층
금 09:00 - 19:00
13:00 - 14:00 휴게시간
토 08:45 - 16:00
일 정기휴무 (매주 일요일)
월 09:00 - 19:00
13:00 - 14:00 휴게시간
화(6/6) 현충일09:00 - 13:00
수 09:00 - 19:00
13:00 - 14:00 휴게시간
목 09:00 - 19:00
13:00 - 14:00 휴게시간
접기"
이비인후과,055-323-7582,1,,"경남 김해시 인제로 174 포세븐 게임랜드
금 09:00 - 18:20
12:40 - 14:00 휴게시간
토 09:00 - 13:00
일 정기휴무 (매주 일요일)
월 09:00 - 18:20
12:40 - 14:00 휴게시간
화(6/6) 현충일 휴무
수 09:00 - 18:20
12:40 - 14:00 휴게시간
목 09:00 - 18:20
12:40 - 14:00 휴게시간"
이비인후과,055-336-0660,1,,"경남 김해시 내외중앙로 84 서울메디컬센터 10층
금 09:00 - 18:00
13:00 - 14:00 휴게시간
토 09:00 - 13:00
일 정기휴무 (매주 일요일)
월 09:00 - 18:00
13:00 - 14:00 휴게시간
화 09:00 - 18:00
13:00 - 14:00 휴게시간
수 09:00 - 18:00
13:00 - 14:00 휴게시간
목 09:00 - 18:00
13:00 - 14:00 휴게시간
접기"
이비인후과,055-552-8600,1,,"경남 창원시 진해구 안골로 336 형제빌딩
금 09:00 - 18:00
13:00 - 14:00 휴게시간
토 09:00 - 13:00
일 정기휴무 (매주 일요일)
월 09:00 - 18:00
13:00 - 14:00 휴게시간
화(6/6) 현충일 휴무
수 09:00 - 18:00
13:00 - 14:00 휴게시간
목 09:00 - 18:00
13:00 - 14:00 휴게시간"
이비인후과,1544-3898,1,,"부산 사하구 낙동남로 1412 경부빌딩 7층, 8층
금 09:00 - 21:00
13:00 - 14:00 휴게시간
토 09:00 - 17:00
일 09:00 - 13:00
월 09:00 - 21:00
13:00 - 14:00 휴게시간
화(6/6) 현충일09:00 - 13:00
수 09:00 - 21:00
13:00 - 14:00 휴게시간
목 09:00 - 21:00
13:00 - 14:00 휴게시간
접기"
정신건강의학과,0507-1314-8486,1,,"부산 강서구 명지국제5로 42 동진빌딩 6층, 명지정신건강의학과의원
금 09:30 - 18:30
13:00 - 14:00 휴게시간
12:30, 18:00 접수마감
토 09:30 - 13:30
13:00 접수마감
일 정기휴무 (매주 일요일)
월 09:30 - 18:30
13:00 - 14:00 휴게시간
12:30, 18:00 접수마감
화(6/6) 현충일 휴무
수 09:30 - 18:30
13:00 - 14:00 휴게시간
12:30, 18:00 접수마감
목 09:30 - 18:30
13:00 - 14:00 휴게시간
12:30, 18:00 접수마감"
정신건강의학과,051-263-0911,1,,"부산 사하구 다대로 547 4층
금 09:30 - 18:30
13:00 - 14:30 휴게시간
18:15 접수마감
토 09:00 - 13:00
12:45 접수마감
일 정기휴무 (매주 일요일)
월 09:30 - 18:30
13:00 - 14:30 휴게시간
18:15 접수마감
화(6/6) 현충일 휴무
수 09:30 - 18:30
13:00 - 14:30 휴게시간
18:15 접수마감
목 09:30 - 18:30
13:00 - 14:30 휴게시간
18:15 접수마감"
정신건강의학과,051-361-8875,1,,"부산 북구 만덕대로 15
금 09:30 - 18:30
13:00 - 14:00 휴게시간
토 09:30 - 14:00
일 정기휴무 (매주 일요일)
월 09:30 - 18:30
13:00 - 14:00 휴게시간
화(6/6) 현충일 휴무
수 09:30 - 18:30
13:00 - 14:00 휴게시간
목 14:00 - 18:30"
정신건강의학과,055-325-8275,1,,"경남 김해시 능동로149번길 6
금 09:00 - 18:00
13:00 - 14:00 휴게시간
17:00 접수마감
토 09:00 - 13:00
12:00 접수마감
일 정기휴무 (매주 일요일)
월 09:00 - 18:00
13:00 - 14:00 휴게시간
17:00 접수마감
화(6/6) 현충일 휴무
수 09:00 - 13:00
12:00 접수마감
목 09:00 - 18:00
13:00 - 14:00 휴게시간
17:00 접수마감"
정형외과,0507-1316-9399,1,,"경남 김해시 율하1로 106 네오프라자빌딩 6층
금 09:00 - 19:00
12:30 - 14:00 휴게시간
18:30 접수마감
토 09:00 - 13:30
13:00 접수마감
일 정기휴무 (매주 일요일)
월(6/5) 휴무
화(6/6) 휴무
수(6/7) 휴무
목 09:00 - 19:00
12:30 - 14:00 휴게시간
18:30 접수마감"
정형외과,0507-1397-1000,1,,"부산 사하구 사하로 189 상가 201호, 301호, 401호
금 09:00 - 17:00
12:30 - 13:30 휴게시간
토 09:00 - 13:00
일 정기휴무 (매주 일요일)
월 09:00 - 17:00
12:30 - 13:30 휴게시간
화(6/6) 현충일 휴무
수 09:00 - 17:00
12:30 - 13:30 휴게시간
목 09:00 - 17:00
12:30 - 13:30 휴게시간"
정형외과,051-202-3136,1,,"부산 강서구 명지오션시티4로 75 서린프라자 4층
금 09:30 - 18:00
12:30 - 14:00 휴게시간
토 09:00 - 13:00
일 정기휴무 (매주 일요일)
월 09:30 - 19:00
12:30 - 14:00 휴게시간
화(6/6) 현충일 휴무
수 09:30 - 18:00
12:30 - 14:00 휴게시간
목 09:30 - 19:00
12:30 - 14:00 휴게시간"
정형외과,051-205-0776,1,,"부산 강서구 명지오션시티11로 66
금 09:00 - 18:30
12:30 - 14:00 휴게시간
18:00 접수마감
토 09:00 - 14:00
13:30 접수마감
일 정기휴무 (매주 일요일)
월 09:00 - 18:30
12:30 - 14:00 휴게시간
18:00 접수마감
화(6/6) 현충일 휴무
수 09:00 - 20:00
12:30 - 14:00 휴게시간
19:30 접수마감
목 09:00 - 12:30
12:00 접수마감"
정형외과,051-205-7776,1,,"부산 사하구 낙동대로 410
금 08:30 - 18:00
13:00 - 14:00 휴게시간
17:00 접수마감
토 08:30 - 13:00
12:00 접수마감
일 정기휴무 (매주 일요일)
월 08:30 - 18:00
13:00 - 14:00 휴게시간
17:00 접수마감
화(6/6) 현충일 휴무
수 08:30 - 18:00
13:00 - 14:00 휴게시간
17:00 접수마감
목 08:30 - 18:00
13:00 - 14:00 휴게시간
17:00 접수마감"
정형외과,051-209-1100,1,,"부산 사하구 다대로 145
금 09:00 - 18:00
13:00 - 14:00 휴게시간
토 09:00 - 13:00
일 09:00 - 22:00
월 09:00 - 18:00
13:00 - 14:00 휴게시간
화(6/6) 현충일09:00 - 22:00
수 09:00 - 18:00
13:00 - 14:00 휴게시간
목 09:00 - 18:00
13:00 - 14:00 휴게시간
접기"
정형외과,051-292-9119,1,,"부산 강서구 명지국제8로 230 산양타워 3층 듣는마음이선호정형외과
금 09:00 - 19:00
13:00 - 14:00 휴게시간
18:45 접수마감
토 09:00 - 14:00
13:45 접수마감
일 정기휴무 (매주 일요일)
월 09:00 - 19:00
13:00 - 14:00 휴게시간
18:45 접수마감
화(6/6) 현충일 휴무
수 09:00 - 19:00
13:00 - 14:00 휴게시간
18:45 접수마감
목 09:00 - 20:00
13:00 - 14:00 휴게시간
19:45 접수마감"
정형외과,051-293-7582,1,,"부산 사하구 하신번영로 183 2,3,5,6층
금 09:00 - 18:00
13:00 - 14:00 휴게시간
12:50, 17:50 접수마감
토 09:00 - 13:00
12:50 접수마감
일 정기휴무 (매주 일요일)
월 09:00 - 18:00
13:00 - 14:00 휴게시간
12:50, 17:50 접수마감
화(6/6) 현충일 휴무
수 09:00 - 18:00
13:00 - 14:00 휴게시간
12:50, 17:50 접수마감
목 09:00 - 18:00
13:00 - 14:00 휴게시간
12:50, 17:50 접수마감"
정형외과,051-710-8899,1,,"부산 강서구 명지오션시티4로 88
금 09:00 - 19:00
12:30 - 13:30 휴게시간
토 09:00 - 15:00
12:30 - 13:30 휴게시간
일 09:00 - 16:00
12:30 - 13:30 휴게시간
월 09:00 - 19:00
12:30 - 13:30 휴게시간
화 09:00 - 19:00
12:30 - 13:30 휴게시간
수 09:00 - 19:00
12:30 - 13:30 휴게시간
목 09:00 - 19:00
12:30 - 13:30 휴게시간"
정형외과,051-711-0280,1,,"부산 사상구 가야대로 276 M-suare 메디컬센터 8층
금 09:00 - 18:30
12:30 - 14:00 휴게시간
토 09:00 - 13:00
일 정기휴무 (매주 일요일)
월 09:00 - 18:30
12:30 - 14:00 휴게시간
화 09:00 - 18:30
12:30 - 14:00 휴게시간
수 09:00 - 18:30
12:30 - 14:00 휴게시간
목 09:00 - 18:30
12:30 - 14:00 휴게시간"
정형외과,051-714-7105,1,,"부산 사하구 낙동남로 1417 락희빌딩 3층(내과) 4층(정형외과)
"
정형외과,051-973-8219,1,,"부산 강서구 신호산단2로 33
금 09:00 - 19:00
13:00 - 14:00 휴게시간
토 09:00 - 14:00
일 정기휴무 (매주 일요일)
월 09:00 - 19:00
13:00 - 14:00 휴게시간
화(6/6) 현충일 휴무
수 09:00 - 19:00
13:00 - 14:00 휴게시간
목 09:00 - 19:00
13:00 - 14:00 휴게시간"
정형외과,051-987-0123,1,,"부산 사하구 사하로 200 형지스퀘어 6층
금 09:00 - 19:00
13:00 - 14:00 휴게시간
토 09:00 - 14:00
일 정기휴무 (매주 일요일)
월 09:00 - 19:00
13:00 - 14:00 휴게시간
화(6/6) 현충일 휴무
수 09:00 - 19:00
13:00 - 14:00 휴게시간
목 09:00 - 19:00
13:00 - 14:00 휴게시간"
정형외과,055-313-3875,1,,"경남 김해시 능동로 161 제일프라자
금 09:00 - 19:00
12:30 - 14:00 휴게시간
토 09:00 - 14:00
일 정기휴무 (매주 일요일)
월 09:00 - 19:00
12:30 - 14:00 휴게시간
화(6/6) 현충일 휴무
수 09:00 - 13:00
목 09:00 - 19:00
12:30 - 14:00 휴게시간"
정형외과,055-325-7881,1,,"경남 김해시 율하3로 21 율하메디칼
금 09:00 - 18:30
12:30 - 14:00 휴게시간
토 09:00 - 12:30
일 정기휴무 (매주 일요일)
월 09:00 - 18:30
12:30 - 14:00 휴게시간
화(6/6) 현충일 휴무
수 09:00 - 18:30
12:30 - 14:00 휴게시간
목 09:00 - 18:30
12:30 - 14:00 휴게시간"
정형외과,055-327-7525,1,,"경남 김해시 활천로 229 한빛메디칼센터
금 09:00 - 18:00
12:30 - 13:30 휴게시간
토 09:00 - 12:00
일 정기휴무 (매주 일요일)
월 09:00 - 18:00
12:30 - 13:30 휴게시간
화(6/6) 현충일 휴무
수 09:00 - 18:00
12:30 - 13:30 휴게시간
목 09:00 - 18:00
12:30 - 13:30 휴게시간"
정형외과,055-329-8787,1,,"경남 김해시 내외로 79 꿀벌상가
금 09:00 - 19:00
12:30 - 14:00 휴게시간
토 09:00 - 15:00
일 정기휴무 (매주 일요일)
월 09:00 - 19:00
12:30 - 14:00 휴게시간
화 09:00 - 19:00
12:30 - 14:00 휴게시간
수 09:00 - 19:00
12:30 - 14:00 휴게시간
목 14:00 - 19:00"
정형외과,055-333-0088,1,,"경남 김해시 번화1로80번길 15 다성빌딩 5층
금 09:00 - 18:30
12:30 - 14:00 휴게시간
17:50 접수마감
토 09:00 - 13:00
12:20 접수마감
일 정기휴무 (매주 일요일)
월(6/5) 휴무
화(6/6) 현충일 휴무
수 09:00 - 18:30
12:30 - 14:00 휴게시간
17:50 접수마감
목 09:00 - 20:00
12:30 - 14:00 휴게시간
19:20 접수마감"
정형외과,055-552-0052,1,,"경남 창원시 진해구 용원로 9 엠파이어상가 4층 402호
금 09:00 - 19:00
13:00 - 14:00 휴게시간
18:50 접수마감
토 09:00 - 13:00
12:50 접수마감
일 정기휴무 (매주 일요일)
월 09:00 - 19:00
13:00 - 14:00 휴게시간
18:50 접수마감
화(6/6) 현충일 휴무
수 정기휴무 (매주 수요일)
목 09:00 - 19:00
13:00 - 14:00 휴게시간
18:50 접수마감"
정형외과,1644-5530,1,,"부산 사상구 새벽로 226
금 09:00 - 17:30
12:30 - 13:30 휴게시간
12:00, 17:00 접수마감
토 09:00 - 13:00
12:30 접수마감
일 정기휴무 (매주 일요일)
월 09:00 - 18:00
12:30 - 13:30 휴게시간
12:00, 17:30 접수마감
화(6/6) 현충일 휴무
수 09:00 - 17:30
12:30 - 13:30 휴게시간
12:00, 17:00 접수마감
목 09:00 - 17:30
12:30 - 13:30 휴게시간
12:00, 17:00 접수마감"
종합병원,051-322-0900,1,,"부산 사상구 가야대로 326
금 09:00 - 17:00
12:30 - 13:30 휴게시간
토 09:00 - 13:00
일 정기휴무 (매주 일요일)
월 09:00 - 18:00
12:30 - 13:30 휴게시간
화(6/6) 현충일 휴무
수 09:00 - 17:00
12:30 - 13:30 휴게시간
목 09:00 - 17:00
12:30 - 13:30 휴게시간"
종합병원,055-330-4000,1,,"경남 김해시 대청로104번길 80-1
금 09:00 - 18:00
12:30 - 13:30 휴게시간
토 09:00 - 13:00
일 정기휴무 (매주 일요일)
월 09:00 - 18:00
12:30 - 13:30 휴게시간
화(6/6) 현충일 휴무
수 09:00 - 18:00
12:30 - 13:30 휴게시간
목 09:00 - 18:00
12:30 - 13:30 휴게시간"
종합병원,055-330-8888,1,,"경남 김해시 활천로 33 김해복음병원
"
종합병원,1577-9116,1,,"경남 김해시 분성로 94-8
"
치과,0507-1308-7522,1,,"부산 강서구 명지국제2로28번길 3 동건프라자 2층 203호
금 09:30 - 18:30
12:30 - 14:00 휴게시간
토 09:00 - 14:00
일 정기휴무 (매주 일요일)
월 09:30 - 18:30
12:30 - 14:00 휴게시간
화(6/6) 현충일 휴무
수 09:30 - 18:30
12:30 - 14:00 휴게시간
목 09:30 - 20:00
12:30 - 14:00 휴게시간"
치과,0507-1321-5387,1,,"경남 김해시 인제로 182 2층 202호
금 09:40 - 20:00
13:00 - 14:30 휴게시간
19:30 접수마감
토 09:40 - 13:30
13:00 접수마감
일 정기휴무 (매주 일요일)
월 09:40 - 19:00
13:00 - 14:30 휴게시간
18:30 접수마감
화(6/6) 현충일 휴무
수 14:30 - 20:00
19:30 접수마감
목 09:40 - 13:00
12:30 접수마감"
치과,0507-1406-2882,1,,"부산 강서구 명지국제7로 37 더샵 명지퍼스트월드 2단지 상가 2층
금 10:00 - 19:00
토 09:30 - 14:30
일 정기휴무 (매주 일요일)
월 10:00 - 19:00
화(6/6) 현충일 휴무
수 10:00 - 19:00
목 10:00 - 21:00"
치과,0507-1418-2804,1,,"부산 강서구 과학산단로306번길 10 협성·DS 엘리시안아파트
금 10:00 - 13:00
토 정기휴무 (매주 토요일)
일 정기휴무 (매주 일요일)
월 10:00 - 20:30
13:00 - 14:00 휴게시간
화(6/6) 현충일 휴무
수 10:00 - 20:30
13:00 - 14:00 휴게시간
목 10:00 - 20:30
13:00 - 14:00 휴게시간"
치과,0507-1425-2882,1,,"부산 강서구 명지국제8로 254
금 10:00 - 19:00
13:00 - 14:30 휴게시간
토 10:00 - 14:00
일 정기휴무 (매주 일요일)
월 10:00 - 19:00
13:00 - 14:30 휴게시간
화(6/6) 현충일 휴무
수 10:00 - 19:00
13:00 - 14:30 휴게시간
목 10:00 - 20:30
13:00 - 14:30 휴게시간
17:00 - 17:30 휴게시간"
치과,0507-1434-2877,1,,"경남 김해시 율하3로 49 유성프라자 401호
금 09:30 - 19:00
12:30 - 14:00 휴게시간
토 09:00 - 13:00
일 정기휴무 (매주 일요일)
월 09:30 - 19:00
12:30 - 14:00 휴게시간
화(6/6) 현충일 휴무
수 09:30 - 19:00
12:30 - 14:00 휴게시간
목 09:30 - 19:00
12:30 - 14:00 휴게시간"
치과,0507-1440-6000,1,,"부산 사하구 낙동남로 1412 경부빌딩 2F, 3F, 5F
금 09:00 - 21:00
토 09:00 - 21:00
일 09:00 - 18:00
월 09:00 - 21:00
화(6/6) 현충일09:00 - 21:00
수 09:00 - 21:00
목 09:00 - 21:00
접기"
치과,0507-1480-2875,1,,"부산 강서구 명지국제8로 230
금 09:30 - 18:30
토 09:30 - 17:00
일 정기휴무 (매주 일요일)
월 09:30 - 21:00
12:00 - 14:00 휴게시간
화(6/6) 현충일 휴무
수 09:30 - 18:30
목 14:00 - 21:00"
치과,051-201-6700,1,,"부산 강서구 명지국제8로 233
금 10:00 - 19:00
토 10:00 - 17:00
일 정기휴무 (매주 일요일)
월 10:00 - 19:00
화(6/6) 현충일 휴무
수 10:00 - 21:00
목 10:00 - 21:00"
치과,051-203-2875,2,,"부산 강서구 명지오션시티4로 59
금 09:30 - 18:30
12:30 - 14:00 휴게시간
17:30 접수마감
토 09:00 - 14:00
13:00 접수마감
일 정기휴무 (매주 일요일)
월(6/5) 휴무
화(6/6) 현충일 휴무
수 09:30 - 20:30
12:30 - 14:00 휴게시간
19:30 접수마감
목 09:30 - 18:30
12:30 - 14:00 휴게시간
17:30 접수마감"
치과,051-203-8070,1,,"부산 강서구 명지국제2로 29 성광타워 5층
금 09:30 - 18:30
13:00 - 14:00 휴게시간
토 09:30 - 13:30
일 정기휴무 (매주 일요일)
월 09:30 - 20:30
13:00 - 14:00 휴게시간
화(6/6) 현충일 휴무
수 09:30 - 20:30
13:00 - 14:00 휴게시간
목 09:30 - 18:30
13:00 - 14:00 휴게시간"
치과,051-204-2801,1,,"부산 사하구 사하로 189 307,308호
금 09:30 - 19:00
12:30 - 14:00 휴게시간
18:30 접수마감
토 09:30 - 13:00
12:30 접수마감
일 정기휴무 (매주 일요일)
월 09:30 - 19:00
12:30 - 14:00 휴게시간
18:30 접수마감
화(6/6) 현충일 휴무
수 09:30 - 19:00
12:30 - 14:00 휴게시간
18:30 접수마감
목 14:00 - 20:00
19:30 접수마감"
치과,051-205-2080,1,,"부산 강서구 명지국제11로 25 동명빌딩 4층
금 10:00 - 19:00
13:00 - 14:00 휴게시간
토 10:00 - 14:00
일 정기휴무 (매주 일요일)
월 10:00 - 19:00
13:00 - 14:00 휴게시간
화 10:00 - 19:00
13:00 - 14:00 휴게시간
수 10:00 - 21:00
13:00 - 14:00 휴게시간
목 정기휴무 (매주 목요일)"
치과,051-205-2486,1,,"부산 강서구 명지국제5로 42 동진빌딩 5층
금 09:30 - 18:30
13:00 - 14:00 휴게시간
토 09:00 - 14:00
일 정기휴무 (매주 일요일)
월 09:30 - 18:30
13:00 - 14:00 휴게시간
화(6/6) 현충일 휴무
수 09:30 - 18:30
13:00 - 14:00 휴게시간
목 14:00 - 21:00"
치과,051-205-2888,1,,"부산 강서구 명지국제8로 245 명지뉴타워4층
금 09:30 - 19:00
13:00 - 14:00 휴게시간
토 09:30 - 14:00
일 정기휴무 (매주 일요일)
월 09:30 - 19:00
13:00 - 14:00 휴게시간
화(6/6) 현충일 휴무
수 09:30 - 19:00
13:00 - 14:00 휴게시간
목 09:30 - 19:00
13:00 - 14:00 휴게시간"
치과,051-208-8275,1,,"부산 강서구 명지국제8로 240
금 10:00 - 18:00
12:30 - 14:00 휴게시간
토(6/3) 휴무
일 정기휴무 (매주 일요일)
월 10:00 - 18:00
12:30 - 14:00 휴게시간
화(6/6) 현충일 휴무
수 정기휴무 (매주 수요일)
목 10:00 - 18:00
12:30 - 14:00 휴게시간"
치과,051-241-2875,1,,"부산 강서구 명지국제8로 234 정우빌딩2차 4층
금 10:00 - 18:30
13:00 - 14:30 휴게시간
토 09:30 - 14:00
일 정기휴무 (매주 일요일)
월 09:30 - 18:30
13:00 - 14:30 휴게시간
화(6/6) 현충일 휴무
수 09:30 - 18:30
13:00 - 14:30 휴게시간
목 09:30 - 20:30
13:00 - 14:30 휴게시간
17:30 - 18:00 휴게시간"
치과,051-266-8275,1,,"부산 사하구 다대로 550 해랑빌딩 2층
금 09:30 - 19:00
13:00 - 14:00 휴게시간
18:00 접수마감
토 09:30 - 14:00
13:00 접수마감
일 정기휴무 (매주 일요일)
월 09:30 - 19:00
13:00 - 14:00 휴게시간
18:00 접수마감
화(6/6) 현충일 휴무
수 09:30 - 13:00
12:00 접수마감
목 09:30 - 19:00
13:00 - 14:00 휴게시간
18:00 접수마감"
치과,051-271-2842,2,,"부산 강서구 명지오션시티4로 61 이건빌딩 301호
금 09:30 - 18:30
12:30 - 14:00 휴게시간
토 09:30 - 13:30
일 정기휴무 (매주 일요일)
월 09:30 - 18:30
12:30 - 14:00 휴게시간
화(6/6) 현충일 휴무
수 09:30 - 18:30
12:30 - 14:00 휴게시간
목 09:30 - 20:30"
치과,051-271-2875,1,,"부산 강서구 명지새동네길1번길 32
금 09:30 - 18:30
12:30 - 14:00 휴게시간
토 09:30 - 12:30
일 정기휴무 (매주 일요일)
월 09:30 - 18:30
12:30 - 14:00 휴게시간
화(6/6) 현충일 휴무
수 09:30 - 18:30
12:30 - 14:00 휴게시간
목 09:30 - 18:30
12:30 - 14:00 휴게시간"
치과,051-271-7528,1,,"부산 강서구 명지오션시티4로 70 6층
금 09:30 - 18:00
12:30 - 14:00 휴게시간
토 09:30 - 13:00
일 정기휴무 (매주 일요일)
월 09:30 - 18:00
12:30 - 14:00 휴게시간
화(6/6) 현충일 휴무
수 09:30 - 21:00
12:30 - 14:00 휴게시간
목 09:30 - 18:00
12:30 - 14:00 휴게시간"
치과,051-271-7751,1,,"부산 강서구 명지오션시티4로 67
금 09:30 - 18:30
13:00 - 14:00 휴게시간
토 09:30 - 13:00
일 정기휴무 (매주 일요일)
월 09:30 - 18:30
13:00 - 14:00 휴게시간
화(6/6) 현충일 휴무
수 09:30 - 18:30
13:00 - 14:00 휴게시간
목 09:30 - 18:30
13:00 - 14:00 휴게시간"
치과,051-271-7755,1,,"부산 강서구 명지오션시티4로 62
금 09:30 - 18:30
토 09:30 - 13:30
일 정기휴무 (매주 일요일)
월 09:30 - 20:00
화(6/6) 현충일 휴무
수 09:30 - 18:30
목 09:30 - 20:00"
치과,051-271-8808,1,,"부산 강서구 명지오션시티4로 64
금 09:30 - 18:30
13:00 - 14:00 휴게시간
토 09:00 - 15:00
일 정기휴무 (매주 일요일)
월 09:30 - 18:30
13:00 - 14:00 휴게시간
화(6/6) 현충일 휴무
수 09:30 - 18:30
13:00 - 14:00 휴게시간
목 09:30 - 18:30
13:00 - 14:00 휴게시간"
치과,051-291-1275,1,,"부산 강서구 명지오션시티4로 64
금 10:00 - 18:30
토 09:30 - 14:00
일 정기휴무 (매주 일요일)
월 10:00 - 18:30
화(6/6) 현충일 휴무
수 정기휴무 (매주 수요일)
목 10:00 - 18:30"
치과,051-292-0010,1,,"부산 강서구 명지오션시티11로 74
금 09:30 - 19:00
12:30 - 14:00 휴게시간
토 09:30 - 14:00
일 정기휴무 (매주 일요일)
월 09:30 - 21:00
12:30 - 14:00 휴게시간
화(6/6) 현충일 휴무
수 09:30 - 21:00
12:30 - 14:00 휴게시간
목 정기휴무 (매주 목요일)"
치과,051-293-6528,1,,"부산 강서구 명지국제8로 251
금 정기휴무 (매주 금요일)
토 09:30 - 14:30
일 정기휴무 (매주 일요일)
월 10:00 - 20:00
13:30 - 15:00 휴게시간
화(6/6) 현충일 휴무
수 10:00 - 20:00
13:30 - 15:00 휴게시간
목 10:00 - 20:00
13:30 - 15:00 휴게시간"
치과,051-322-2875,1,,"부산 사상구 가야대로 276
금 09:30 - 18:00
12:30 - 14:00 휴게시간
토 09:30 - 13:00
일 정기휴무 (매주 일요일)
월 09:30 - 20:00
12:30 - 14:00 휴게시간
화(6/6) 현충일 휴무
수 09:30 - 20:00
12:30 - 14:00 휴게시간
목 09:30 - 20:00
12:30 - 14:00 휴게시간"
치과,051-322-3332,1,,"부산 사상구 사상로 194 괘법동 메디컬센터 4층, 5층
금 09:30 - 19:00
12:30 - 14:00 휴게시간
토 09:30 - 14:00
일 09:30 - 14:00
월 09:30 - 19:00
12:30 - 14:00 휴게시간
화(6/6) 현충일 휴무
수 09:30 - 20:00
12:30 - 14:00 휴게시간
목 09:30 - 19:00
12:30 - 14:00 휴게시간"
치과,051-330-6000,1,,"부산 북구 금곡대로 28
금 09:00 - 21:00
토 09:00 - 21:00
일 09:00 - 18:00
월 09:00 - 21:00
화(6/6) 현충일09:00 - 21:00
수 09:00 - 21:00
목 09:00 - 21:00
접기"
치과,051-715-7528,1,,"부산 강서구 명지국제8로 229 403호
금 09:30 - 18:00
12:30 - 14:00 휴게시간
토 09:30 - 13:00
일 정기휴무 (매주 일요일)
월 09:30 - 18:00
12:30 - 14:00 휴게시간
화(6/6) 현충일 휴무
수 정기휴무 (매주 수요일)
목 09:30 - 20:00
12:30 - 14:00 휴게시간"
치과,051-831-2875,1,,"부산 강서구 범방3로46번길 13 3층 다온치과
금 08:30 - 18:30
토 09:00 - 13:00
일 정기휴무 (매주 일요일)
월 08:30 - 18:30
화 08:30 - 18:30
수 08:30 - 18:30
목 08:30 - 18:30
접기"
치과,051-832-2875,1,,"부산 강서구 공항로811번가길 56
금 10:00 - 19:00
13:00 - 14:30 휴게시간
토 정기휴무 (매주 토요일)
일 정기휴무 (매주 일요일)
월 10:00 - 19:00
13:00 - 14:30 휴게시간
화(6/6) 현충일 휴무
수 10:00 - 19:00
13:00 - 14:30 휴게시간
목 10:00 - 19:00
13:00 - 14:30 휴게시간"
치과,051-971-2871,1,,"부산 강서구 낙동북로 74
금 09:30 - 18:30
12:30 - 13:30 휴게시간
토 09:30 - 13:00
일 정기휴무 (매주 일요일)
월 09:30 - 18:30
12:30 - 13:30 휴게시간
화(6/6) 현충일 휴무
수 09:30 - 18:30
12:30 - 13:30 휴게시간
목 14:00 - 18:30"
치과,051-971-2875,1,,"부산 강서구 대저로 276
금 09:30 - 18:30
12:30 - 14:00 휴게시간
토 09:30 - 13:00
일 정기휴무 (매주 일요일)
월 09:30 - 18:30
12:30 - 14:00 휴게시간
화(6/6) 현충일 휴무
수 09:30 - 18:30
12:30 - 14:00 휴게시간
목 14:00 - 18:30"
치과,051-973-2272,1,,"부산 강서구 신호산단2로 33
금 09:30 - 18:30
13:00 - 14:00 휴게시간
토 정기휴무 (매주 토요일)
일 정기휴무 (매주 일요일)
월 09:30 - 18:30
13:00 - 14:00 휴게시간
화(6/6) 현충일 휴무
수 13:30 - 18:30
목 09:30 - 20:30
17:30 - 18:00 휴게시간"
치과,051-989-9111,1,,"부산 강서구 신호산단2로 21
금 10:00 - 18:00
13:00 - 14:00 휴게시간
토 정기휴무 (매주 토요일)
일 정기휴무 (매주 일요일)
월 10:00 - 20:00
13:00 - 14:00 휴게시간
17:30 - 18:00 휴게시간
화(6/6) 현충일 휴무
수 10:00 - 18:00
13:00 - 14:00 휴게시간
목 10:00 - 20:00
13:00 - 14:00 휴게시간
17:30 - 18:00 휴게시간"
치과,051-990-0040,1,,"부산 강서구 명지국제6로 168 명지 스타필드시티 4층
금 10:00 - 18:30
13:30 - 15:00 휴게시간
토 10:00 - 17:00
13:30 - 15:00 휴게시간
일 10:00 - 17:00
13:30 - 15:00 휴게시간
월 정기휴무 (매주 월요일)
화(6/6) 현충일10:00 - 17:00
13:30 - 15:00 휴게시간
수 10:00 - 18:30
13:30 - 15:00 휴게시간
목 10:00 - 18:30
13:30 - 15:00 휴게시간
접기"
치과,055-311-2879,1,,"경남 김해시 번화1로44번길 6 엠아이병원 신관 4층, 5층(대청동 다이소 뒤편)
금 10:00 - 21:00
13:00 - 14:00 휴게시간
17:00 - 18:00 휴게시간
토 10:00 - 17:00
13:00 - 14:00 휴게시간
일 10:00 - 17:00
13:00 - 14:00 휴게시간
월 10:00 - 21:00
13:00 - 14:00 휴게시간
17:00 - 18:00 휴게시간
화(6/6) 현충일10:00 - 17:00
13:00 - 14:00 휴게시간
수 10:00 - 21:00
13:00 - 14:00 휴게시간
17:00 - 18:00 휴게시간
목 10:00 - 21:00
13:00 - 14:00 휴게시간
17:00 - 18:00 휴게시간"
치과,055-312-9100,1,,"경남 김해시 능동로 161 제일프라자 5,7층
금 09:30 - 19:00
13:00 - 14:30 휴게시간
토 09:30 - 14:00
일 정기휴무 (매주 일요일)
월 09:30 - 19:00
13:00 - 14:30 휴게시간
화(6/6) 현충일 휴무
수 09:30 - 19:00
13:00 - 14:30 휴게시간
목 09:30 - 20:30
13:00 - 14:30 휴게시간"
