name,type,phone,address,월,화,수,목,금,토,일,holiday
강기영가정의학과의원,가정의학과,051-265-8122,부산 사하구 다대낙조2길 100 상가동 309호,"09:00 - 18:30
12:30 - 14:00 휴게시간",,09:00 - 13:00,"09:00 - 18:30
12:30 - 14:00 휴게시간","09:00 - 18:30
12:30 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),
필업비뇨기과의원,비뇨의학과,051-317-7582,부산 사상구 광장로 77,"09:30 - 18:00
12:45 - 14:00 휴게시간",,"09:30 - 18:00
12:45 - 14:00 휴게시간","09:30 - 18:00
12:45 - 14:00 휴게시간","09:30 - 18:00
12:45 - 14:00 휴게시간",09:30 - 12:30,정기휴무 (매주 일요일),
삼성노블의원,성형외과,055-326-4321,경남 김해시 내외중앙로 59 내동 햄튼타워 6층 601호,"09:30 - 19:00
13:00 - 14:00 휴게시간",,"09:30 - 19:00
13:00 - 14:00 휴게시간","09:30 - 19:00
13:00 - 14:00 휴게시간",14:00 - 21:00,09:30 - 15:00,정기휴무 (매주 일요일),
하단성모안과의원,안과,051-791-0075,부산 사하구 낙동대로 448 5층,"09:00 - 18:00
13:00 - 14:00 휴게시간",,"09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),
연세힐라치과의원,치과,055-312-9100,"경남 김해시 능동로 161 제일프라자 5,7층","09:30 - 19:00
13:00 - 14:30 휴게시간",,"09:30 - 19:00
13:00 - 14:30 휴게시간","09:30 - 20:30
13:00 - 14:30 휴게시간","09:30 - 19:00
13:00 - 14:30 휴게시간",09:30 - 14:00,정기휴무 (매주 일요일),
우리이비인후과의원,이비인후과,055-552-8600,경남 창원시 진해구 안골로 336 형제빌딩,"09:00 - 18:00
13:00 - 14:00 휴게시간",,"09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),
늘푸른의원,내과,0507-1304-0449,경남 김해시 함박로101번길 6 임호빌딩,"09:00 - 18:30
13:00 - 14:00 휴게시간",,"09:00 - 18:30
13:00 - 14:00 휴게시간","09:00 - 18:30
13:00 - 14:00 휴게시간
접기","09:00 - 18:30
13:00 - 14:00 휴게시간",09:00 - 15:00,09:00 - 14:00,
보훈공단 부산보훈병원,보훈병원,1800-3100,부산 사상구 백양대로 420,"09:00 - 17:00
12:30 - 13:30 휴게시간",,"09:00 - 17:00
12:30 - 13:30 휴게시간","09:00 - 17:00
12:30 - 13:30 휴게시간","09:00 - 17:00
12:30 - 13:30 휴게시간",정기휴무 (매주 토요일),정기휴무 (매주 일요일),
더나은365한의원 김해점,한의원,055-334-0365,경남 김해시 율하3로 53 경보프라자 2층,"10:00 - 20:00
13:00 - 14:00 휴게시간",,"10:00 - 20:00
13:00 - 14:00 휴게시간","10:00 - 20:00
13:00 - 14:00 휴게시간
접기","10:00 - 20:00
13:00 - 14:00 휴게시간",10:00 - 15:00,10:00 - 15:00,
서울새싹병원,소아청소년과,055-312-9000,경남 김해시 율하3로 53,"09:00 - 18:30
13:00 - 14:30 휴게시간",,"09:00 - 18:30
13:00 - 14:30 휴게시간","09:00 - 18:30
13:00 - 14:30 휴게시간","09:00 - 18:30
13:00 - 14:30 휴게시간",09:00 - 13:00,,
공감정신건강의학과의원,정신건강의학과,055-325-8275,경남 김해시 능동로149번길 6,"09:00 - 18:00
13:00 - 14:00 휴게시간
17:00 접수마감",,"09:00 - 13:00
12:00 접수마감","09:00 - 18:00
13:00 - 14:00 휴게시간
17:00 접수마감","09:00 - 18:00
13:00 - 14:00 휴게시간
17:00 접수마감","09:00 - 13:00
12:00 접수마감",정기휴무 (매주 일요일),
장사랑내과영상의학과의원,내과,051-207-1088,부산 사하구 낙동대로 438,08:00 - 18:00,,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,08:00 - 14:00,정기휴무 (매주 일요일),
늘푸른내과의원,내과,055-313-0095,경남 김해시 번화1로79번길 2 2층,09:00 - 18:00,,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,09:00 - 13:00,09:00 - 18:00,
선샤인피부과의원,피부과,0507-1495-3210,부산 사상구 가야대로 276 엘리트치과병원건물 3층 선샤인피부과의원,"09:30 - 20:00
13:00 - 14:30 휴게시간",,"09:30 - 19:00
13:00 - 14:30 휴게시간","09:30 - 19:00
13:00 - 14:30 휴게시간","09:30 - 20:00
13:00 - 14:30 휴게시간",09:30 - 14:00,정기휴무 (매주 일요일),
고운나라피부과의원,피부과,055-338-7510,경남 김해시 내외중앙로 57 경남프라자,"10:00 - 18:00
17:30 접수마감",,"10:00 - 18:00
17:30 접수마감",정기휴무 (매주 목요일),"10:00 - 18:00
17:30 접수마감","10:00 - 16:00
15:30 접수마감",정기휴무 (매주 일요일),
박만규피부과의원,피부과,0507-1492-5445,부산 사상구 가야대로 272,"09:10 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감",,"09:10 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감","09:10 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감","09:10 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감","09:10 - 13:00
12:30 접수마감",정기휴무 (매주 일요일),
괴정아트치과의원,치과,051-204-2801,"부산 사하구 사하로 189 307,308호","09:30 - 19:00
12:30 - 14:00 휴게시간
18:30 접수마감",,"09:30 - 19:00
12:30 - 14:00 휴게시간
18:30 접수마감","14:00 - 20:00
19:30 접수마감","09:30 - 19:00
12:30 - 14:00 휴게시간
18:30 접수마감","09:30 - 13:00
12:30 접수마감",정기휴무 (매주 일요일),
가본이비인후과의원,이비인후과,051-325-5075,부산 사상구 엄궁북로 22,"09:00 - 18:30
12:30 - 14:00 휴게시간",,"09:00 - 18:30
12:30 - 14:00 휴게시간","09:00 - 18:30
12:30 - 14:00 휴게시간","09:00 - 18:30
12:30 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),
한마음정형외과의원,정형외과,055-552-0052,경남 창원시 진해구 용원로 9 엠파이어상가 4층 402호,"09:00 - 19:00
13:00 - 14:00 휴게시간
18:50 접수마감",,정기휴무 (매주 수요일),"09:00 - 19:00
13:00 - 14:00 휴게시간
18:50 접수마감","09:00 - 19:00
13:00 - 14:00 휴게시간
18:50 접수마감","09:00 - 13:00
12:50 접수마감",정기휴무 (매주 일요일),
메이퓨어의원 부산덕천점,피부과,051-337-9960,부산 북구 만덕대로 16 8층,10:30 - 20:30,,10:30 - 20:30,10:30 - 20:30,10:30 - 20:30,10:00 - 17:00,정기휴무 (매주 일요일),
굿모닝대홍병원,외과,0507-1428-0025,경남 김해시 분성로 180 해산빌딩,"09:00 - 17:00
12:30 - 14:00 휴게시간
16:30 접수마감",,"09:00 - 17:00
12:30 - 14:00 휴게시간
16:30 접수마감","09:00 - 17:00
12:30 - 14:00 휴게시간
16:30 접수마감","09:00 - 19:30
12:30 - 14:00 휴게시간
19:00 접수마감","09:00 - 12:30
12:00 접수마감",정기휴무 (매주 일요일),
율하수안피부과의원,피부과,055-723-3070,경남 김해시 율하3로 38 경보오션 6층,"09:30 - 18:30
12:30 - 14:00 휴게시간",,14:00 - 19:30,"09:30 - 18:30
12:30 - 14:00 휴게시간","09:30 - 18:30
12:30 - 14:00 휴게시간",09:30 - 13:30,정기휴무 (매주 일요일),
탑치과의원,치과,051-266-8275,부산 사하구 다대로 550 해랑빌딩 2층,"09:30 - 19:00
13:00 - 14:00 휴게시간
18:00 접수마감",,"09:30 - 13:00
12:00 접수마감","09:30 - 19:00
13:00 - 14:00 휴게시간
18:00 접수마감","09:30 - 19:00
13:00 - 14:00 휴게시간
18:00 접수마감","09:30 - 14:00
13:00 접수마감",정기휴무 (매주 일요일),
수정안과의원,안과,051-331-7575,부산 북구 만덕대로 5,"09:00 - 18:00
13:00 - 14:00 휴게시간",,"09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간",09:00 - 16:00,정기휴무 (매주 일요일),
윤이비인후과의원,이비인후과,055-312-7731,경남 김해시 능동로 159,"09:00 - 19:00
13:00 - 14:00 휴게시간",,"09:00 - 19:00
13:00 - 14:00 휴게시간","09:00 - 19:00
13:00 - 14:00 휴게시간","09:00 - 19:00
13:00 - 14:00 휴게시간",09:00 - 16:00,정기휴무 (매주 일요일),
부산탑이비인후과의원,이비인후과,051-710-7655,부산 사상구 가야대로 276 M-square 메디컬센터 5층 501호 (주례동),"09:00 - 18:30
12:30 - 14:00 휴게시간",,"09:00 - 18:30
12:30 - 14:00 휴게시간","09:00 - 18:30
12:30 - 14:00 휴게시간
접기","09:00 - 18:30
12:30 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),
생각나는이비인후과의원,이비인후과,051-201-5656,부산 사하구 하신번영로 199 3층,"09:00 - 18:30
12:30 - 14:00 휴게시간",,09:00 - 13:00,"09:00 - 18:30
12:30 - 14:00 휴게시간","09:00 - 18:30
12:30 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),
새한빛정형외과의원,정형외과,055-327-7525,경남 김해시 활천로 229 한빛메디칼센터,"09:00 - 18:00
12:30 - 13:30 휴게시간",,"09:00 - 18:00
12:30 - 13:30 휴게시간","09:00 - 18:00
12:30 - 13:30 휴게시간","09:00 - 18:00
12:30 - 13:30 휴게시간",09:00 - 12:00,정기휴무 (매주 일요일),
365엠아이치과의원,치과,055-311-2879,"경남 김해시 번화1로44번길 6 엠아이병원 신관 4층, 5층(대청동 다이소 뒤편)","10:00 - 21:00
13:00 - 14:00 휴게시간
17:00 - 18:00 휴게시간",,"10:00 - 21:00
13:00 - 14:00 휴게시간
17:00 - 18:00 휴게시간","10:00 - 21:00
13:00 - 14:00 휴게시간
17:00 - 18:00 휴게시간","10:00 - 21:00
13:00 - 14:00 휴게시간
17:00 - 18:00 휴게시간","10:00 - 17:00
13:00 - 14:00 휴게시간","10:00 - 17:00
13:00 - 14:00 휴게시간",
참사랑의원,가정의학과,051-304-7584,부산 사상구 덕상로 14 대원빌딩,"09:00 - 18:30
12:30 - 14:00 휴게시간",,"09:00 - 18:30
12:30 - 14:00 휴게시간","09:00 - 18:30
12:30 - 14:00 휴게시간","09:00 - 18:30
12:30 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),
한국한센복지협회 부산지부 부설 복지의원,피부과,051-262-7511,부산 사하구 다대로 263 5층 501호,"09:00 - 18:00
12:30 - 13:30 휴게시간
17:30 접수마감",,"09:00 - 18:00
12:30 - 13:30 휴게시간
17:30 접수마감","09:00 - 18:00
12:30 - 13:30 휴게시간
17:30 접수마감","09:00 - 18:00
12:30 - 13:30 휴게시간
17:30 접수마감","09:00 - 13:00
12:30 접수마감",정기휴무 (매주 일요일),
정한의원,한의원,055-311-0001,경남 김해시 율하3로 5 정한의원,,,"09:30 - 17:00
12:30 - 14:00 휴게시간",14:00 - 20:00,"09:30 - 17:00
12:30 - 14:00 휴게시간",,,
시원한이비인후과의원,이비인후과,051-202-3447,부산 사하구 낙동대로 448 3층,"09:30 - 18:15
13:00 - 14:30 휴게시간
18:10 접수마감",,"09:30 - 18:15
13:00 - 14:30 휴게시간
18:10 접수마감","09:30 - 18:15
13:00 - 14:30 휴게시간
18:10 접수마감","09:30 - 18:15
13:00 - 14:30 휴게시간
18:10 접수마감","09:30 - 13:00
12:55 접수마감",정기휴무 (매주 일요일),
장유어린이치과의원,치과,055-314-1275,경남 김해시 능동로 157 거북빌딩 4층,"09:30 - 18:00
13:00 - 14:30 휴게시간",,"09:30 - 18:00
13:00 - 14:30 휴게시간","09:30 - 18:00
13:00 - 14:30 휴게시간","09:30 - 18:00
13:00 - 14:30 휴게시간",09:30 - 13:00,정기휴무 (매주 일요일),
율하봄소아청소년과의원,소아청소년과,055-325-5050,경남 김해시 율하6로 56 메이저타워 3층,"09:00 - 19:00
12:30 - 14:00 휴게시간",,"09:00 - 19:00
12:30 - 14:00 휴게시간","09:00 - 19:00
12:30 - 14:00 휴게시간","09:00 - 19:00
12:30 - 14:00 휴게시간",09:00 - 14:00,정기휴무 (매주 일요일),
중앙자모산부인과의원,산부인과,055-325-6789,경남 김해시 인제로 159 2층,10:00 - 16:00,,정기휴무 (매주 수요일),10:00 - 16:00,10:00 - 16:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),
덕천필피부과의원,피부과,0507-1412-1236,부산 북구 만덕대로 22 드림메디칼빌딩 6층,"09:30 - 17:30
12:50 - 14:00 휴게시간",,"09:30 - 17:30
12:50 - 14:00 휴게시간",14:00 - 17:30,"09:30 - 17:30
12:50 - 14:00 휴게시간",09:30 - 12:30,정기휴무 (매주 일요일),
하나의원,피부과,0507-1423-3111,경남 김해시 번화1로80번길 15 다성빌딩,"09:00 - 18:30
12:30 - 14:00 휴게시간",,09:00 - 12:30,"09:00 - 18:30
12:30 - 14:00 휴게시간","09:00 - 18:30
12:30 - 14:00 휴게시간",09:00 - 13:30,정기휴무 (매주 일요일),
부산자생한방병원,한방병원,1577-0007,"부산 사하구 낙동남로 1427 6, 7, 8, 9층","09:00 - 19:00
13:00 - 14:00 휴게시간
12:00 접수마감",,"09:00 - 19:00
13:00 - 14:00 휴게시간
12:00 접수마감","09:00 - 19:00
13:00 - 14:00 휴게시간
12:00 접수마감","09:00 - 19:00
13:00 - 14:00 휴게시간
12:00 접수마감","09:00 - 18:00
13:00 - 14:00 휴게시간
12:00 접수마감",정기휴무 (매주 일요일),
당당한방병원 김해,한방병원,055-331-2020,"경남 김해시 가락로 23 당당메디컬센터 5, 6, 7, 8, 9층","09:00 - 20:30
12:30 - 14:00 휴게시간",,"09:00 - 20:30
12:30 - 14:00 휴게시간","09:00 - 20:30
12:30 - 14:00 휴게시간","09:00 - 20:30
12:30 - 14:00 휴게시간",09:00 - 15:00,정기휴무 (매주 일요일),
배주한피부과의원,피부과,051-204-7870,부산 사하구 낙동대로 213,09:30 - 19:00,,09:30 - 19:00,09:30 - 19:00,09:30 - 19:00,09:30 - 13:00,정기휴무 (매주 일요일),
지상근내과의원,내과,051-207-9862,부산 사하구 낙동대로 162 2층,"09:00 - 18:30
13:00 - 14:00 휴게시간","09:00 - 18:30
13:00 - 14:00 휴게시간","09:00 - 18:30
13:00 - 14:00 휴게시간","09:00 - 18:30
13:00 - 14:00 휴게시간
접기","09:00 - 18:30
13:00 - 14:00 휴게시간",09:00 - 14:00,정기휴무 (매주 일요일),
더맑은피부과의원,피부과,055-339-9100,경남 김해시 능동로167번길 1,"09:30 - 19:30
12:30 - 14:00 휴게시간
19:20 접수마감",,"09:30 - 12:30
12:20 접수마감","09:30 - 19:30
12:30 - 14:00 휴게시간
19:20 접수마감","09:30 - 18:00
12:30 - 14:00 휴게시간
17:50 접수마감","09:00 - 13:00
12:50 접수마감",정기휴무 (매주 일요일),
에디스여성병원,산부인과,051-206-0999,부산 사하구 낙동대로 361,"09:00 - 19:30
13:00 - 14:00 휴게시간",,"09:00 - 19:30
13:00 - 14:00 휴게시간","09:00 - 19:30
13:00 - 14:00 휴게시간
접기","09:00 - 19:30
13:00 - 14:00 휴게시간",09:00 - 15:00,09:00 - 13:00,
새봄산부인과의원,산부인과,051-311-1331,부산 사상구 광장로 77 4층,"09:30 - 19:00
13:00 - 14:00 휴게시간
18:50 접수마감",,"09:30 - 19:00
13:00 - 14:00 휴게시간
18:50 접수마감","09:30 - 19:00
13:00 - 14:00 휴게시간
18:50 접수마감","09:30 - 19:00
13:00 - 14:00 휴게시간
18:50 접수마감","09:30 - 15:30
13:00 - 14:00 휴게시간
15:20 접수마감",정기휴무 (매주 일요일),
서울소아청소년과의원,소아청소년과,055-314-7007,경남 김해시 번화1로80번길 5,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,"09:00 - 18:00
접기",09:00 - 18:00,09:00 - 12:30,정보없음,
뉴본여성의원,산부인과,051-291-7777,부산 사하구 낙동대로 234 조일빌딩,"09:00 - 19:00
13:00 - 14:00 휴게시간",,"09:00 - 19:00
13:00 - 14:00 휴게시간","09:00 - 19:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간",09:00 - 15:00,정기휴무 (매주 일요일),
새힘정형외과의원,정형외과,051-293-7582,"부산 사하구 하신번영로 183 2,3,5,6층","09:00 - 18:00
13:00 - 14:00 휴게시간
12:50, 17:50 접수마감",,"09:00 - 18:00
13:00 - 14:00 휴게시간
12:50, 17:50 접수마감","09:00 - 18:00
13:00 - 14:00 휴게시간
12:50, 17:50 접수마감","09:00 - 18:00
13:00 - 14:00 휴게시간
12:50, 17:50 접수마감","09:00 - 13:00
12:50 접수마감",정기휴무 (매주 일요일),
굿보스톤치과의원,치과,0507-1321-5387,경남 김해시 인제로 182 2층 202호,"09:40 - 19:00
13:00 - 14:30 휴게시간
18:30 접수마감",,"14:30 - 20:00
19:30 접수마감","09:40 - 13:00
12:30 접수마감","09:40 - 20:00
13:00 - 14:30 휴게시간
19:30 접수마감","09:40 - 13:30
13:00 접수마감",정기휴무 (매주 일요일),
율하부부치과의원,치과,0507-1434-2877,경남 김해시 율하3로 49 유성프라자 401호,"09:30 - 19:00
12:30 - 14:00 휴게시간",,"09:30 - 19:00
12:30 - 14:00 휴게시간","09:30 - 19:00
12:30 - 14:00 휴게시간","09:30 - 19:00
12:30 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),
김해시서부보건소,보건소,1577-9400,경남 김해시 능동로 149,"09:00 - 18:00
12:00 - 13:00 휴게시간",,"09:00 - 18:00
12:00 - 13:00 휴게시간","09:00 - 18:00
12:00 - 13:00 휴게시간","09:00 - 18:00
12:00 - 13:00 휴게시간",정기휴무 (매주 토요일),정기휴무 (매주 일요일),
이본의원,성형외과,051-202-0060,부산 사하구 낙동대로 451 금동빌딩,10:00 - 19:00,,10:00 - 19:00,10:00 - 19:00,10:00 - 21:00,10:00 - 15:00,정기휴무 (매주 일요일),
서정출이비인후과의원,이비인후과,051-316-8275,부산 사상구 운산로 52,"09:00 - 18:00
13:00 - 14:00 휴게시간",,"09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),
킴스가정의학과의원,가정의학과,051-323-7577,부산 사상구 대동로 107 명정빌딩 2층,"09:00 - 18:30
13:00 - 14:00 휴게시간",,"09:00 - 18:30
13:00 - 14:00 휴게시간","09:00 - 18:30
13:00 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 토요일),"09:00 - 17:00
13:00 - 14:00 휴게시간",
율하바른의원,내과,055-902-0119,경남 김해시 율하로 478 201호,"09:00 - 18:30
13:00 - 14:00 휴게시간",,"09:00 - 18:30
13:00 - 14:00 휴게시간","09:00 - 18:30
13:00 - 14:00 휴게시간","09:00 - 18:30
13:00 - 14:00 휴게시간",09:00 - 14:00,정기휴무 (매주 일요일),
신항내과의원,내과,055-551-1888,경남 창원시 진해구 신항동로 141 애플타운헤리티지 210호,"09:00 - 18:30
13:00 - 14:00 휴게시간",,"09:00 - 18:30
13:00 - 14:00 휴게시간","09:00 - 18:30
13:00 - 14:00 휴게시간","09:00 - 18:30
13:00 - 14:00 휴게시간",09:00 - 13:30,정기휴무 (매주 일요일),
연세윤내과의원,내과,051-321-1231,부산 사상구 사상로 200 엠시티빌딩 4층,"09:00 - 19:00
13:00 - 14:00 휴게시간",,"09:00 - 19:00
13:00 - 14:00 휴게시간","09:00 - 19:00
13:00 - 14:00 휴게시간","09:00 - 19:00
13:00 - 14:00 휴게시간",09:00 - 14:00,09:00 - 13:00,
임용수이비인후과의원,이비인후과,051-322-9937,부산 사상구 대동로 98 학장반도보라타운,"09:00 - 18:30
13:00 - 14:00 휴게시간",,"09:00 - 18:30
13:00 - 14:00 휴게시간","09:00 - 18:30
13:00 - 14:00 휴게시간","09:00 - 18:30
13:00 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),
맥켄지일신기독병원,"병원,의원",051-363-2331,부산 북구 금곡대로 133,"09:00 - 17:30
12:30 - 14:00 휴게시간
17:00 접수마감",,"09:00 - 17:30
12:30 - 14:00 휴게시간
17:00 접수마감","09:00 - 17:30
12:30 - 14:00 휴게시간
17:00 접수마감","09:00 - 17:30
12:30 - 14:00 휴게시간
17:00 접수마감","09:00 - 12:30
12:00 접수마감",정기휴무 (매주 일요일),
최경서가정의학과의원,가정의학과,055-723-2295,경남 김해시 계동로 21,"09:00 - 19:00
12:30 - 14:00 휴게시간",,"09:00 - 19:00
12:30 - 14:00 휴게시간","09:00 - 19:00
12:30 - 14:00 휴게시간","09:00 - 19:00
12:30 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),
마린플란트치과의원,치과,051-322-3332,"부산 사상구 사상로 194 괘법동 메디컬센터 4층, 5층","09:30 - 19:00
12:30 - 14:00 휴게시간",,"09:30 - 20:00
12:30 - 14:00 휴게시간","09:30 - 19:00
12:30 - 14:00 휴게시간","09:30 - 19:00
12:30 - 14:00 휴게시간",09:30 - 14:00,09:30 - 14:00,
한마음정형외과의원,정형외과,051-205-7776,부산 사하구 낙동대로 410,"08:30 - 18:00
13:00 - 14:00 휴게시간
17:00 접수마감",,"08:30 - 18:00
13:00 - 14:00 휴게시간
17:00 접수마감","08:30 - 18:00
13:00 - 14:00 휴게시간
17:00 접수마감","08:30 - 18:00
13:00 - 14:00 휴게시간
17:00 접수마감","08:30 - 13:00
12:00 접수마감",정기휴무 (매주 일요일),
셀빙강내과의원,내과,051-325-8275,부산 사상구 사상로 231,"09:00 - 17:30
13:00 - 14:00 휴게시간","09:00 - 17:30
13:00 - 14:00 휴게시간",09:00 - 13:00,"09:00 - 17:30
13:00 - 14:00 휴게시간
접기","09:00 - 17:30
13:00 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),
삼성이비인후과의원,이비인후과,0507-1368-7500,경남 김해시 내외로 79 꿀벌상가 3층,"09:00 - 18:30
13:00 - 14:00 휴게시간",,"09:00 - 18:30
13:00 - 14:00 휴게시간","09:00 - 18:30
13:00 - 14:00 휴게시간","09:00 - 18:30
13:00 - 14:00 휴게시간","09:00 - 15:00
13:00 - 13:30 휴게시간",정기휴무 (매주 일요일),
탑정형외과의원,정형외과,051-987-0123,부산 사하구 사하로 200 형지스퀘어 6층,"09:00 - 19:00
13:00 - 14:00 휴게시간",,"09:00 - 19:00
13:00 - 14:00 휴게시간","09:00 - 19:00
13:00 - 14:00 휴게시간","09:00 - 19:00
13:00 - 14:00 휴게시간",09:00 - 14:00,정기휴무 (매주 일요일),
드림소아청소년과의원,소아청소년과,0507-1479-7983,경남 김해시 율하로 476 3층,"08:30 - 18:30
12:30 - 14:00 휴게시간",,08:30 - 12:30,"08:30 - 18:30
12:30 - 14:00 휴게시간
접기","08:30 - 18:30
12:30 - 14:00 휴게시간",09:00 - 14:00,정기휴무 (매주 일요일),
장윤석정형외과의원,정형외과,055-329-8787,경남 김해시 내외로 79 꿀벌상가,"09:00 - 19:00
12:30 - 14:00 휴게시간","09:00 - 19:00
12:30 - 14:00 휴게시간","09:00 - 19:00
12:30 - 14:00 휴게시간",14:00 - 19:00,"09:00 - 19:00
12:30 - 14:00 휴게시간",09:00 - 15:00,정기휴무 (매주 일요일),
화이트필의원,피부과,055-326-7575,경남 김해시 내외중앙로 60 신한프라자 2층,"10:00 - 19:00
13:00 - 14:00 휴게시간
18:30 접수마감",,"10:00 - 19:00
13:00 - 14:00 휴게시간
18:30 접수마감","13:00 - 19:30
19:00 접수마감","10:00 - 19:00
13:00 - 14:00 휴게시간
18:30 접수마감","10:00 - 15:00
14:30 접수마감",정기휴무 (매주 일요일),
