병원종류,병원이름,전화번호,병원주소,월,화,수,목,금,토,일,영업시간,쉬는시간,접수마감,정기휴무
한의원,경희한결한의원,0507-1424-7588,부산 남구 수영로 233 민석빌딩 4층,"09:30 - 19:00
13:00 - 14:00 휴게시간",,"09:30 - 19:00
13:00 - 14:00 휴게시간","09:30 - 19:00
13:00 - 14:00 휴게시간","09:30 - 19:00
13:00 - 14:00 휴게시간",09:30 - 15:00,정기휴무 (매주 일요일),"09:30 - 19:00

09:30 - 19:00
09:30 - 19:00
09:30 - 19:00
09:30 - 15:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
안과,메디칼안과의원,051-621-3434,부산 남구 동명로 137 원진찜질방,"09:30 - 18:00
13:00 - 14:00 휴게시간",,"09:30 - 18:00
13:00 - 14:00 휴게시간","09:30 - 18:00
13:00 - 14:00 휴게시간
접기","09:30 - 18:00
13:00 - 14:00 휴게시간",09:30 - 13:00,정기휴무 (매주 일요일),"09:30 - 18:00

09:30 - 18:00
09:30 - 18:00
09:30 - 18:00
09:30 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
치과,오즈어린이치과의원 대연점,051-611-2875,부산 남구 수영로 286 유일프라자4층,"10:00 - 18:00
13:00 - 14:20 휴게시간
17:30 접수마감",,"10:00 - 18:00
13:00 - 14:20 휴게시간
17:30 접수마감",정기휴무 (매주 목요일),"10:00 - 18:00
13:00 - 14:20 휴게시간
17:30 접수마감","09:00 - 13:00
12:30 접수마감",정기휴무 (매주 일요일),"10:00 - 18:00

10:00 - 18:00
정기휴무 (매주 목요일)
10:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:20 ,12:30,매주 목요일
내과,문현사랑의원,0507-1390-9310,부산 남구 수영로 43 2층 문현사랑의원,"09:30 - 18:30
13:00 - 14:00 휴게시간
18:15 접수마감",,"09:30 - 18:30
13:00 - 14:00 휴게시간
18:15 접수마감","09:30 - 18:30
13:00 - 14:00 휴게시간
18:15 접수마감","09:30 - 18:30
13:00 - 14:00 휴게시간
18:15 접수마감","09:30 - 13:30
13:15 접수마감",정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:30
09:30 - 18:30
09:30 - 18:30
09:30 - 13:30
정기휴무 (매주 일요일)",13:00 - 14:00 ,13:15,매주 일요일
재활의학과,바른자세재활의학과의원,0507-1402-0075,"부산 남구 분포로 115 힐탑탑플레이스 B동 503, 504호",10:00 - 19:00,,10:00 - 18:00,14:00 - 20:00,10:00 - 19:00,09:00 - 13:00,정기휴무 (매주 일요일),"10:00 - 19:00

10:00 - 18:00
14:00 - 20:00
10:00 - 19:00
09:00 - 13:00
정기휴무 (매주 일요일)",,,매주 일요일
치과,우리들40플란트치과병원,051-633-2875,부산 남구 전포대로 90 강진융프라우 2차 4층,,,,,,,,"





",,,
치과,오아시스치과의원,051-710-5277,부산 남구 분포로 115 힐탑탑플레이스 A동 203호,"09:30 - 19:00
13:00 - 14:30 휴게시간",,"09:30 - 19:00
13:00 - 14:30 휴게시간","09:30 - 19:00
13:00 - 14:30 휴게시간","09:30 - 19:00
13:00 - 14:30 휴게시간",09:30 - 13:00,정기휴무 (매주 일요일),"09:30 - 19:00

09:30 - 19:00
09:30 - 19:00
09:30 - 19:00
09:30 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:30 ,,매주 일요일
치과,나란이 치과교정과 치과의원,051-625-2885,부산 남구 용호로 50 범양빌딩 2층,"11:00 - 18:30
13:00 - 14:00 휴게시간",,"11:00 - 18:30
13:00 - 14:00 휴게시간","11:00 - 18:00
13:00 - 14:00 휴게시간","11:00 - 18:00
13:00 - 14:00 휴게시간",10:00 - 13:00,정기휴무 (매주 일요일),"11:00 - 18:30

11:00 - 18:30
11:00 - 18:00
11:00 - 18:00
10:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
가정의학과,우리가정의학과의원,051-622-5690,부산 남구 오륙도로 85 상가 2동 210호,"10:00 - 19:00
13:00 - 14:00 휴게시간",,"10:00 - 19:00
13:00 - 14:00 휴게시간","10:00 - 19:00
13:00 - 14:00 휴게시간","10:00 - 19:00
13:00 - 14:00 휴게시간",정기휴무 (매주 토요일),정기휴무 (매주 일요일),"10:00 - 19:00

10:00 - 19:00
10:00 - 19:00
10:00 - 19:00
정기휴무 (매주 토요일)
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 토요일
내과,양성연내과의원,051-624-7582,부산 남구 분포로 115 힐탑 탑플레이스 A동 303호,"08:30 - 18:00
12:30 - 14:00 휴게시간
17:30 접수마감",,"08:30 - 16:00
15:30 접수마감","08:30 - 18:00
12:30 - 14:00 휴게시간
17:30 접수마감","08:30 - 18:00
12:30 - 14:00 휴게시간
17:30 접수마감","08:30 - 12:30
12:00 접수마감",정기휴무 (매주 일요일),"08:30 - 18:00

08:30 - 16:00
08:30 - 18:00
08:30 - 18:00
08:30 - 12:30
정기휴무 (매주 일요일)",12:30 - 14:00 ,15:30,매주 일요일
한의원,고구려한의원,0507-1356-2727,부산 남구 수영로325번길 11 마로니에타운 403호,"09:30 - 19:00
13:00 - 14:00 휴게시간","09:30 - 20:00
13:00 - 14:00 휴게시간",정기휴무 (매주 수요일),"09:30 - 19:00
13:00 - 14:00 휴게시간
접기","09:30 - 19:00
13:00 - 14:00 휴게시간",09:30 - 14:00,정기휴무 (매주 일요일),"09:30 - 19:00
09:30 - 20:00
정기휴무 (매주 수요일)
09:30 - 19:00
09:30 - 19:00
09:30 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 수요일
마취통증의학과,다나아마취통증의학과의원,051-625-5005,부산 남구 수영로 240-1 4층,"09:00 - 18:00
13:00 - 14:00 휴게시간
17:50 접수마감",,"09:00 - 13:00
12:50 접수마감","09:00 - 18:00
13:00 - 14:00 휴게시간
17:50 접수마감","09:00 - 18:00
13:00 - 14:00 휴게시간
17:50 접수마감","09:00 - 13:00
12:50 접수마감",정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 13:00
09:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,12:50,매주 일요일
치과,해바라기치과의원,051-642-2804,부산 남구 전포대로 16,"09:30 - 18:30
13:00 - 14:00 휴게시간","09:30 - 18:30
13:00 - 14:00 휴게시간","09:30 - 18:30
13:00 - 14:00 휴게시간","09:30 - 19:30
13:00 - 14:00 휴게시간","09:30 - 18:30
13:00 - 14:00 휴게시간",09:30 - 14:00,정기휴무 (매주 일요일),"09:30 - 18:30
09:30 - 18:30
09:30 - 18:30
09:30 - 19:30
09:30 - 18:30
09:30 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
치과,해미인치과교정과치과의원,051-623-7552,부산 남구 수영로 306,"10:00 - 19:00
13:00 - 14:00 휴게시간",,,"10:00 - 19:00
13:00 - 14:00 휴게시간","10:00 - 19:00
13:00 - 14:00 휴게시간",09:30 - 13:30,정기휴무 (매주 일요일),"10:00 - 19:00


10:00 - 19:00
10:00 - 19:00
09:30 - 13:30
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
한의원,정상신한의원,051-631-0210,부산 남구 우암로 168 2층,"09:30 - 18:30
13:00 - 14:00 휴게시간",,"09:30 - 18:30
13:00 - 14:00 휴게시간","09:30 - 18:30
13:00 - 14:00 휴게시간
접기","09:30 - 18:30
13:00 - 14:00 휴게시간",09:30 - 13:30,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:30
09:30 - 18:30
09:30 - 18:30
09:30 - 13:30
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
치과,메디스치과의원 경성대,0507-1315-7475,부산 남구 수영로 295 세웅빌딩 4층,,,"10:00 - 19:00
13:00 - 14:00 휴게시간","10:00 - 20:00
13:00 - 14:00 휴게시간","10:00 - 19:00
13:00 - 14:00 휴게시간",10:00 - 14:00,정기휴무 (매주 일요일),"

10:00 - 19:00
10:00 - 20:00
10:00 - 19:00
10:00 - 14:00
정기휴무 (매주 일요일)",,,매주 일요일
한의원,대한한의원,051-633-7582,부산 남구 수영로 177 이양희산부인과의원,"09:00 - 18:00
12:00 - 13:00 휴게시간",,"09:00 - 18:00
12:00 - 13:00 휴게시간","09:00 - 18:00
12:00 - 13:00 휴게시간","09:00 - 18:00
12:00 - 13:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",12:00 - 13:00 ,,매주 일요일
이비인후과,디올이비인후과의원,051-791-1100,"부산 남구 수영로 216 1층, 9층",,,"09:00 - 18:30
12:50 - 14:00 휴게시간
18:25 접수마감","09:00 - 18:30
12:50 - 14:00 휴게시간
18:25 접수마감","09:00 - 18:30
12:50 - 14:00 휴게시간
18:25 접수마감","09:00 - 13:00
12:55 접수마감",정기휴무 (매주 일요일),"

09:00 - 18:30
09:00 - 18:30
09:00 - 18:30
09:00 - 13:00
정기휴무 (매주 일요일)",,12:55,매주 일요일
산부인과,마리여성의원,051-626-1009,부산 남구 수영로 297 동남CATV 4층,"09:30 - 18:30
13:00 - 14:00 휴게시간",,"09:30 - 18:30
13:00 - 14:00 휴게시간","09:30 - 18:30
13:00 - 14:00 휴게시간","09:30 - 18:30
13:00 - 14:00 휴게시간",09:30 - 13:00,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:30
09:30 - 18:30
09:30 - 18:30
09:30 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
치과,미듬치과의원,0507-1393-2879,부산 남구 용호로 141 리우메디컬빌딩 3층,"09:30 - 18:30
12:30 - 14:00 휴게시간",,"09:30 - 18:30
12:30 - 14:00 휴게시간","09:30 - 20:00
12:30 - 14:00 휴게시간","09:30 - 18:30
12:30 - 14:00 휴게시간",09:30 - 13:00,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:30
09:30 - 20:00
09:30 - 18:30
09:30 - 13:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
정형외과,라인정형외과의원,0507-1397-5114,부산 남구 유엔로 14 우암 센텀 메디컬,"09:00 - 19:30
12:30 - 14:00 휴게시간",,"09:00 - 19:30
12:30 - 14:00 휴게시간",09:00 - 13:00,"09:00 - 19:30
12:30 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 19:30

09:00 - 19:30
09:00 - 13:00
09:00 - 19:30
09:00 - 13:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
소아청소년과,일신소아청소년과의원,051-611-6181,부산 남구 분포로 113 LG메트로시티 주2상가 3층,"09:00 - 18:00
12:30 - 14:00 휴게시간
12:20, 17:50 접수마감",,"09:00 - 13:00
12:50 접수마감","09:00 - 18:00
12:30 - 14:00 휴게시간
12:20, 17:50 접수마감","09:00 - 18:00
12:30 - 14:00 휴게시간
12:20, 17:50 접수마감","09:00 - 13:00
12:50 접수마감",정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 13:00
09:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,12:50,매주 일요일
성형외과,정우창성형외과의원,051-624-6611,부산 남구 수영로 300 6층,,,,,,,,"





",,,
피부과,뷰리안의원,0507-1433-7823,부산 남구 용호로 141 리우메디컬센터 3층,"15:00 - 20:30
20:15 접수마감",,"10:30 - 19:00
13:30 - 14:30 휴게시간
18:45 접수마감","10:30 - 20:30
13:30 - 14:30 휴게시간
20:15 접수마감","10:30 - 19:00
13:30 - 14:30 휴게시간
18:45 접수마감","10:30 - 15:30
15:15 접수마감",정기휴무 (매주 일요일),"15:00 - 20:30

10:30 - 19:00
10:30 - 20:30
10:30 - 19:00
10:30 - 15:30
정기휴무 (매주 일요일)",20:15 접수마감,15:15,매주 일요일
치과,디지털닥터정치과의원,0507-1477-2278,부산 남구 분포로 145 2077호,"09:30 - 18:00
12:30 - 14:00 휴게시간
12:00, 17:30 접수마감",,"09:30 - 18:00
12:30 - 14:00 휴게시간
12:00, 17:30 접수마감",정기휴무 (매주 목요일),"09:30 - 18:00
12:30 - 14:00 휴게시간
12:00, 17:30 접수마감","09:30 - 13:00
12:30 접수마감",정기휴무 (매주 일요일),"09:30 - 18:00

09:30 - 18:00
정기휴무 (매주 목요일)
09:30 - 18:00
09:30 - 13:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,12:30,매주 목요일
치과,선한이웃치과의원,051-643-2875,부산 남구 수영로 47,"09:00 - 18:00
12:00 - 13:00 휴게시간",,"09:00 - 18:00
12:00 - 13:00 휴게시간","09:00 - 18:00
12:00 - 13:00 휴게시간","09:00 - 18:00
12:00 - 13:00 휴게시간",09:00 - 16:30,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 16:30
정기휴무 (매주 일요일)",12:00 - 13:00 ,,매주 일요일
산부인과,박소양산부인과의원,051-612-0004,부산 남구 분포로 111 LG메트로시티 상가 1003-305호,"09:30 - 18:30
12:30 - 14:00 휴게시간",,"09:30 - 18:30
12:30 - 14:00 휴게시간","09:30 - 18:30
12:30 - 14:00 휴게시간","09:30 - 18:30
12:30 - 14:00 휴게시간",09:30 - 13:00,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:30
09:30 - 18:30
09:30 - 18:30
09:30 - 13:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
정신건강의학과,서울최유라정신건강의학과의원,0507-1390-3234,부산 남구 수영로 252 김계영내과건물 4층,"09:30 - 17:30
13:00 - 14:00 휴게시간",,14:00 - 19:30,"09:30 - 17:30
13:00 - 14:00 휴게시간","09:30 - 17:30
13:00 - 14:00 휴게시간",09:30 - 13:30,정기휴무 (매주 일요일),"09:30 - 17:30

14:00 - 19:30
09:30 - 17:30
09:30 - 17:30
09:30 - 13:30
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
재활의학과,파크사이드재활의학병원,051-629-8000,부산 남구 유엔평화로125번길 11-10,,,,,,,,"





",,,
산부인과,에스산부인과의원,051-715-7977,부산 남구 용호로 141 대현메디칼 2층 용호사거리 부산은행2층,"09:30 - 18:00
13:00 - 14:00 휴게시간",,09:30 - 14:00,"09:30 - 18:00
13:00 - 14:00 휴게시간","09:30 - 18:00
13:00 - 14:00 휴게시간",09:30 - 14:00,정기휴무 (매주 일요일),"09:30 - 18:00

09:30 - 14:00
09:30 - 18:00
09:30 - 18:00
09:30 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
피부과,김문석피부과의원,051-624-1612,부산 남구 용호로 134 글로리아안경,09:00 - 17:00,,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 12:30,정기휴무 (매주 일요일),"09:00 - 17:00

09:00 - 17:00
09:00 - 17:00
09:00 - 17:00
09:00 - 12:30
정기휴무 (매주 일요일)",,,매주 일요일
내과,위대한의원,051-711-6688,부산 남구 용호로 91 휴렉스,08:00 - 18:00,,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,08:00 - 15:00,정기휴무 (매주 일요일),"08:00 - 18:00

08:00 - 18:00
08:00 - 18:00
08:00 - 18:00
08:00 - 15:00
정기휴무 (매주 일요일)",,,매주 일요일
한의원,부산대연 리아한의원,0507-1359-4975,부산 남구 수영로 244 남천빌딩 3층,"10:00 - 21:00
13:00 - 14:00 휴게시간",,"10:00 - 21:00
13:00 - 14:00 휴게시간","10:00 - 21:00
13:00 - 14:00 휴게시간","10:00 - 21:00
13:00 - 14:00 휴게시간",10:00 - 15:00,정기휴무 (매주 일요일),"10:00 - 21:00

10:00 - 21:00
10:00 - 21:00
10:00 - 21:00
10:00 - 15:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
비뇨의학과,강남비뇨기과의원,051-646-6464,부산 남구 수영로 31,"09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간
접기","09:00 - 18:00
13:00 - 14:00 휴게시간",09:00 - 12:30,정보없음,"09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 12:30
정보없음",13:00 - 14:00 ,,
한의원,천지인한의원,051-791-1075,부산 남구 수영로 213 천지인 한의원,"09:00 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감","09:00 - 14:00
13:30 접수마감","09:00 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감","09:00 - 14:00
13:30 접수마감","09:00 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감","09:00 - 14:00
13:30 접수마감",정기휴무 (매주 일요일),"09:00 - 18:00
09:00 - 14:00
09:00 - 18:00
09:00 - 14:00
09:00 - 18:00
09:00 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,13:30,매주 일요일
마취통증의학과,유솜마취통증의학과의원,0507-1330-4114,부산 남구 수영로 260 백리명가 (남천메디컬) 7층,"09:30 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감",,"14:00 - 21:00
20:30 접수마감","09:30 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감","09:30 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감","09:30 - 13:00
12:30 접수마감",정기휴무 (매주 일요일),"09:30 - 18:00

14:00 - 21:00
09:30 - 18:00
09:30 - 18:00
09:30 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,20:30,매주 일요일
정형외과,대연정형외과의원,051-914-1234,부산 남구 수영로 225-1,"09:00 - 18:30
13:00 - 14:30 휴게시간","09:00 - 18:30
13:00 - 14:30 휴게시간","09:00 - 18:30
13:00 - 14:30 휴게시간","09:00 - 18:30
13:00 - 14:30 휴게시간
접기","09:00 - 18:30
13:00 - 14:30 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:30
09:00 - 18:30
09:00 - 18:30
09:00 - 18:30
09:00 - 18:30
09:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:30 ,,매주 일요일
치과,시온치과의원 대연점,0507-1419-2822,부산 남구 수영로 230,"09:30 - 18:30
13:00 - 14:30 휴게시간",,"09:30 - 18:30
13:00 - 14:30 휴게시간","09:30 - 18:30
13:00 - 14:30 휴게시간","09:30 - 18:30
13:00 - 14:30 휴게시간",09:30 - 14:00,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:30
09:30 - 18:30
09:30 - 18:30
09:30 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:30 ,,매주 일요일
정신건강의학과,리즈정신건강의학과의원,051-639-3399,부산 남구 수영로 182-1 리즈메디컬 4층,"09:30 - 18:30
12:30 - 14:00 휴게시간",,14:00 - 18:30,"09:30 - 18:30
12:30 - 14:00 휴게시간","09:30 - 18:30
12:30 - 14:00 휴게시간",09:30 - 13:00,정기휴무 (매주 일요일),"09:30 - 18:30

14:00 - 18:30
09:30 - 18:30
09:30 - 18:30
09:30 - 13:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
소아청소년과,김소아청소년과의원,051-645-8988,부산 남구 우암로 67-2 김소아과의원,"09:30 - 18:00
13:00 - 14:30 휴게시간","09:30 - 18:00
13:00 - 14:30 휴게시간","09:30 - 18:00
13:00 - 14:30 휴게시간","14:00 - 18:00
접기","09:30 - 18:00
13:00 - 14:30 휴게시간",09:30 - 13:00,정기휴무 (매주 일요일),"09:30 - 18:00
09:30 - 18:00
09:30 - 18:00
14:00 - 18:00
09:30 - 18:00
09:30 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:30 ,,매주 일요일
소아청소년과,조진수소아청소년과의원,051-625-9933,부산 남구 용호로 200 신홍규정형외과,"09:00 - 18:00
12:30 - 14:00 휴게시간",,"09:00 - 18:00
12:30 - 14:00 휴게시간","09:00 - 18:00
12:30 - 14:00 휴게시간","09:00 - 18:00
12:30 - 14:00 휴게시간",정기휴무 (매주 토요일),정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
정기휴무 (매주 토요일)
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 토요일
한의원,고마워한의원,0507-1474-0302,부산 남구 수영로 295 5층,"10:00 - 21:00
13:00 - 14:00 휴게시간
17:30 - 18:00 휴게시간",,"10:00 - 21:00
13:00 - 14:00 휴게시간
17:30 - 18:00 휴게시간",정기휴무 (매주 목요일),"10:00 - 21:00
13:00 - 14:00 휴게시간
17:30 - 18:00 휴게시간","10:00 - 17:30
13:00 - 14:00 휴게시간",정기휴무 (매주 일요일),"10:00 - 21:00

10:00 - 21:00
정기휴무 (매주 목요일)
10:00 - 21:00
10:00 - 17:30
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 목요일
치과,심플치과의원,0507-1490-0161,부산 남구 수영로 299 루미너스타워 6층,"09:30 - 18:30
13:00 - 14:30 휴게시간",,"09:30 - 18:30
13:00 - 14:30 휴게시간","09:30 - 18:30
13:00 - 14:30 휴게시간","09:30 - 18:30
13:00 - 14:30 휴게시간",09:30 - 14:00,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:30
09:30 - 18:30
09:30 - 18:30
09:30 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:30 ,,매주 일요일
내과,손내과의원,051-627-2626,부산 남구 석포로 123,"09:30 - 18:30
12:30 - 14:00 휴게시간",,"09:30 - 18:30
12:30 - 14:00 휴게시간","09:30 - 18:30
12:30 - 14:00 휴게시간
접기","09:30 - 18:30
12:30 - 14:00 휴게시간",09:30 - 13:00,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:30
09:30 - 18:30
09:30 - 18:30
09:30 - 13:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
비뇨의학과,구자현비뇨기과의원,051-625-2288,부산 남구 수영로 298 대연동 산암빌딩 3층,"09:30 - 18:00
13:00 - 14:00 휴게시간",,"09:30 - 18:00
13:00 - 14:00 휴게시간","09:30 - 18:00
13:00 - 14:00 휴게시간","09:30 - 18:00
13:00 - 14:00 휴게시간",09:30 - 13:00,정기휴무 (매주 일요일),"09:30 - 18:00

09:30 - 18:00
09:30 - 18:00
09:30 - 18:00
09:30 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
내과,이강룡내과의원,051-627-7474,부산 남구 용호로 213,"09:00 - 18:00
12:30 - 14:00 휴게시간",,"09:00 - 18:00
12:30 - 14:00 휴게시간","09:00 - 18:00
12:30 - 14:00 휴게시간","09:00 - 18:00
12:30 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
신경외과,올바른신경외과의원,051-715-8212,부산 남구 수영로 184,"09:30 - 19:00
13:00 - 14:00 휴게시간",,"09:30 - 19:00
13:00 - 14:00 휴게시간","09:30 - 19:00
13:00 - 14:00 휴게시간","09:30 - 19:00
13:00 - 14:00 휴게시간",09:30 - 13:30,정기휴무 (매주 일요일),"09:30 - 19:00

09:30 - 19:00
09:30 - 19:00
09:30 - 19:00
09:30 - 13:30
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
정신건강의학과,천용준정신건강의학과의원,0507-1312-1155,부산 남구 용호로 50 범양빌딩 4층,"09:30 - 18:30
13:00 - 14:30 휴게시간",,"09:30 - 18:30
13:00 - 14:30 휴게시간","09:30 - 18:30
13:00 - 14:30 휴게시간","09:30 - 18:30
13:00 - 14:30 휴게시간",09:00 - 14:00,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:30
09:30 - 18:30
09:30 - 18:30
09:00 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:30 ,,매주 일요일
치과,대연어린이치과의원,051-791-1275,부산 남구 수영로 324 리마크빌대연 2층 205호,,,,,"10:00 - 18:30
12:30 - 14:00 휴게시간
11:30, 17:30 접수마감","09:00 - 13:30
12:30 접수마감",정기휴무 (매주 일요일),"



10:00 - 18:30
09:00 - 13:30
정기휴무 (매주 일요일)",,12:30,매주 일요일
치과,드림패밀리치과의원,051-622-2875,부산 남구 용호로 54,"09:30 - 18:00
13:00 - 14:30 휴게시간
17:30 접수마감",,"09:30 - 18:00
13:00 - 14:30 휴게시간
17:30 접수마감","09:30 - 18:00
13:00 - 14:30 휴게시간
17:30 접수마감","09:30 - 18:00
13:00 - 14:30 휴게시간
17:30 접수마감","09:30 - 14:00
13:30 접수마감",정기휴무 (매주 일요일),"09:30 - 18:00

09:30 - 18:00
09:30 - 18:00
09:30 - 18:00
09:30 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:30 ,13:30,매주 일요일
"병원,의원",봉생힐링병원,051-668-6000,부산 남구 양지골로 241,"08:30 - 17:30
12:30 - 13:30 휴게시간
17:00 접수마감",,"08:30 - 17:00
12:30 - 13:30 휴게시간
16:30 접수마감","08:30 - 17:00
12:30 - 13:30 휴게시간
16:30 접수마감","08:30 - 17:00
12:30 - 13:30 휴게시간
16:30 접수마감","08:30 - 12:30
12:00 접수마감",정기휴무 (매주 일요일),"08:30 - 17:30

08:30 - 17:00
08:30 - 17:00
08:30 - 17:00
08:30 - 12:30
정기휴무 (매주 일요일)",12:30 - 13:30 ,12:00,매주 일요일
외과,이외과의원,051-628-8176,부산 남구 용호로 227,"09:00 - 18:00
13:00 - 14:00 휴게시간",,"09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간",09:00 - 12:30,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 12:30
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
치과,대명치과의원,0507-1443-2506,"부산 남구 못골로 87 대연스퀘어 A동 3층 301, 302호",10:00 - 19:00,,10:00 - 19:00,10:00 - 21:00,10:00 - 19:00,09:30 - 13:30,정기휴무 (매주 일요일),"10:00 - 19:00

10:00 - 19:00
10:00 - 21:00
10:00 - 19:00
09:30 - 13:30
정기휴무 (매주 일요일)",,,매주 일요일
치과,성소치과의원,0507-1373-0275,부산 남구 수영로 175 SMG빌딩,"09:30 - 18:30
12:30 - 14:00 휴게시간",,"09:30 - 18:30
12:30 - 14:00 휴게시간","09:30 - 18:30
12:30 - 14:00 휴게시간","09:30 - 18:30
12:30 - 14:00 휴게시간",09:30 - 13:00,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:30
09:30 - 18:30
09:30 - 18:30
09:30 - 13:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
한의원,대연균형한의원,0507-1430-1075,부산 남구 진남로 4 대연베델메디컬빌딩 2층,"09:00 - 21:00
12:30 - 14:00 휴게시간
12:00, 20:30 접수마감",,"09:00 - 21:00
12:30 - 14:00 휴게시간
12:00, 20:30 접수마감","09:00 - 21:00
12:30 - 14:00 휴게시간
12:00, 20:30 접수마감
접기","09:00 - 21:00
12:30 - 14:00 휴게시간
12:00, 20:30 접수마감","09:00 - 17:00
12:30 - 14:00 휴게시간
12:00, 16:30 접수마감","09:00 - 17:00
12:30 - 14:00 휴게시간
12:00, 16:30 접수마감","09:00 - 21:00

09:00 - 21:00
09:00 - 21:00
09:00 - 21:00
09:00 - 17:00
09:00 - 17:00",12:30 - 14:00 ,,
